n_ok_groups,median_baseline_r2,median_memory_r2,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain
4,0.4546169053423721,0.5005236184751188,0.03590171800139258,0.04090421556706966,1.0
