n_ok_groups,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p
4,0.03590171800139258,0.04090421556706966,1.0,-0.002754263509979225,-0.0032239016375848976,0.03959525776658315,0.044128117204654566,1.0,0.009900990099009901
