n_ok_groups,median_baseline_r2,median_memory_r2,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain
8,-2.938860005288921,-0.9527317654938724,0.7137137197720103,1.013972584283363,0.75
