session_id,n_hrsm_rows,max_abs_offdiag_corr_orthogonalized,best_phi_region,best_phi_value,best_phi_domain,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,top_target,top_target_median_observed_minus_shuffle,top_target_fraction_above_shuffle
715093703,8464,3.994795344112528e-15,LGd,0.4084742683919148,high_high_high_high,0.0359017180013925,0.0409042155670696,1.0,0.0395952577665831,0.0441281172046545,1.0,0.0099009900990099,active_unit_fraction,0.0791123773488684,1.0
719161530,8464,4.175386477242158e-15,LGd,0.7025936003771769,high_high_mid_high,0.0375428265175987,0.0328700793512096,1.0,0.0413676906461462,0.036221683331903,1.0,0.0099009900990099,active_unit_fraction,0.0661692371921058,1.0
750749662,8464,6.142749801524271e-15,CA1,0.4178042567701245,high_mid_low_high,0.0303895911665497,0.0273339175400485,0.75,0.0332815708075591,0.0306695647413992,1.0,0.0099009900990099,population_rate_entropy,0.0644218049949266,1.0
751348571,8464,6.6441504373817695e-15,LGd,0.5735000661946583,high_low_mid_high,0.0317951206234251,0.0509759442076105,1.0,0.034817780126565,0.0540456126765954,1.0,0.0099009900990099,active_unit_fraction,0.0717146895425453,1.0
755434585,8468,1.8755762947651978e-15,LGd,0.4901620149429663,high_high_high_high,0.0088420696642697,0.0112545025808952,0.5,0.0117824521703471,0.014971327612848,0.5,0.504950495049505,population_rate_entropy,0.0298904414547025,1.0
756029989,8464,5.148337718469328e-15,LGd,0.3548038366331841,high_mid_mid_high,0.0747058425728337,0.0688404777650224,1.0,0.0770479204633723,0.0714708051534232,1.0,0.0099009900990099,population_mean_rate_hz,0.0772325645317662,1.0
