target,n_groups,median_observed_minus_shuffle,mean_observed_minus_shuffle,median_residual_gain,mean_residual_gain,median_target_var,median_lag1_autocorr,raw_controlled_rank,variance_residual_rank
active_unit_fraction,24,0.0638135158922988,0.04901666469780722,0.005808489331114466,-0.0012008498983968597,0.015153563192964112,0.5836726372207339,1,1
population_rate_entropy,24,0.05349773120867535,0.05528393498566151,0.004084745455309419,0.006304713465910226,0.12422695242956974,0.5375957009069858,2,2
population_mean_rate_hz,24,0.03796043087112035,0.0419415874473228,-0.00787396341580263,-0.0016719133426359167,4.591331031832219,0.6414314295886674,3,4
population_l2_rate_norm,24,0.033028017405827045,0.03665300611699344,0.0034998033097201967,0.010338912061948516,337.8828696586287,0.5667692984587345,4,3
population_std_rate_hz,24,0.0322862961943652,0.03593872368404178,-0.008564510941333264,-0.0017256821375694585,11.299193014857776,0.4904577945020187,5,5
population_state_speed,24,0.007792503053529701,0.00684377435214167,-0.011138960847537703,-0.01204518014925636,146.13245648418172,0.25992445172788964,6,6
