target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles,session_id_synthesis
population_std_rate_hz,719161530,VISp,spontaneous,2071,15,ok,0.2555956110371716,0.297153590111914,0.0415579790747423,-0.003738642269416,0.0021141259376318,0.0452966213441584,0.0099009900990099,0.04,100,719161530
active_unit_fraction,719161530,CA1,spontaneous,2071,15,ok,0.1932851600371906,0.2565684180147175,0.0632832579775268,-0.0042901565486826,0.0018694541280576,0.0675734145262095,0.0099009900990099,0.03,100,719161530
active_unit_fraction,719161530,LGd,spontaneous,2071,15,ok,0.5551169294993901,0.5967229703178324,0.0416060408184423,-0.0024801479890478,0.0014071842292535,0.0440861888074901,0.0099009900990099,0.06,100,719161530
active_unit_fraction,719161530,VISl,spontaneous,2071,15,ok,0.2732956021852533,0.341974306947626,0.0686787047623727,-0.0039408909965206,0.0020700513609959,0.0726195957588933,0.0099009900990099,0.03,100,719161530
active_unit_fraction,719161530,VISp,spontaneous,2071,15,ok,0.457827304124918,0.5198316549583958,0.0620043508334777,-0.0027607090245245,0.0016489102440881,0.0647650598580022,0.0099009900990099,0.05,100,719161530
population_l2_rate_norm,719161530,CA1,spontaneous,2071,15,ok,0.1376230171741084,0.1674442849509387,0.0298212677768303,-0.0045259831804596,0.0023297496336292,0.03434725095729,0.0099009900990099,0.05,100,719161530
population_l2_rate_norm,719161530,LGd,spontaneous,2071,15,ok,0.5311258150469842,0.5673800678744738,0.0362542528274896,-0.0026534325190367,0.0013134510885929,0.0389076853465263,0.0099009900990099,0.03,100,719161530
population_l2_rate_norm,719161530,VISl,spontaneous,2071,15,ok,0.2643381002624323,0.2671628812085163,0.0028247809460839,-0.0041704780219465,0.0018627776377741,0.0069952589680304,0.0099009900990099,0.03,100,719161530
population_l2_rate_norm,719161530,VISp,spontaneous,2071,15,ok,0.3196809740001144,0.3578132191967575,0.0381322451966431,-0.0039767607239638,0.0018068870441479,0.042109005920607,0.0099009900990099,0.02,100,719161530
population_rate_entropy,719161530,CA1,spontaneous,2071,15,ok,0.2021259302459885,0.2727071290871703,0.0705811988411817,-0.0037113217311159,0.002285133175351,0.0742925205722976,0.0099009900990099,0.06,100,719161530
population_rate_entropy,719161530,LGd,spontaneous,2071,15,ok,0.4542372569457974,0.4853203744930386,0.0310831175472412,-0.0031368990101293,0.0017763271685466,0.0342200165573705,0.0099009900990099,0.05,100,719161530
population_rate_entropy,719161530,VISl,spontaneous,2071,15,ok,0.2184695895125572,0.2803944194272474,0.0619248299146901,-0.0040081792211887,0.0022769625471679,0.0659330091358789,0.0099009900990099,0.05,100,719161530
population_rate_entropy,719161530,VISp,spontaneous,2071,15,ok,0.3763159161109259,0.4324587818290142,0.0561428657180882,-0.0029455420833305,0.0015736145396069,0.0590884078014188,0.0099009900990099,0.05,100,719161530
population_state_speed,719161530,CA1,spontaneous,2071,15,ok,0.1159472344966759,0.1342946889684781,0.0183474544718021,-0.0048789338856268,0.0027339307819101,0.023226388357429,0.0099009900990099,0.05,100,719161530
population_state_speed,719161530,LGd,spontaneous,2071,15,ok,0.0577145837291279,0.0583818222137084,0.0006672384845805,-0.0060049066796612,0.0028710508632373,0.0066721451642417,0.0297029702970297,0.03,100,719161530
population_state_speed,719161530,VISl,spontaneous,2071,15,ok,0.1217224528160737,0.1331718283393672,0.0114493755232935,-0.0045796759468738,0.0025077307383149,0.0160290514701673,0.0099009900990099,0.05,100,719161530
population_state_speed,719161530,VISp,spontaneous,2071,15,ok,0.1135118367438214,0.1178752311653524,0.0043633944215309,-0.0053721056534148,0.0023996568542129,0.0097355000749458,0.0099009900990099,0.0,100,719161530
population_mean_rate_hz,750749662,CA1,spontaneous,2071,15,ok,0.4232157803255278,0.4731180334583473,0.0499022531328194,-0.0030330165933039,0.0014306395311906,0.0529352697261234,0.0099009900990099,0.02,100,750749662
population_mean_rate_hz,750749662,LGd,spontaneous,2071,15,ok,0.6794317678286059,0.713294708995462,0.033862941166856,-0.0016041989202498,0.0008760846278806,0.0354671400871058,0.0099009900990099,0.05,100,750749662
population_mean_rate_hz,750749662,VISl,spontaneous,2071,15,ok,0.1414712392205204,0.1683874803867638,0.0269162411662434,-0.004063607697042,0.0026687606134903,0.0309798488632855,0.0099009900990099,0.03,100,750749662
population_mean_rate_hz,750749662,VISp,spontaneous,2071,15,ok,0.0948677593277051,0.0935219940219804,-0.0013457653057247,-0.0042020736623232,0.0024476311467901,0.0028563083565984,0.1287128712871287,0.06,100,750749662
population_std_rate_hz,750749662,CA1,spontaneous,2071,15,ok,0.1703624772039645,0.2022140475365212,0.0318515703325567,-0.0046288329097969,0.0017888818291293,0.0364804032423536,0.0099009900990099,0.01,100,750749662
population_std_rate_hz,750749662,LGd,spontaneous,2071,15,ok,0.505590343343926,0.5334167194510626,0.0278263761071365,-0.0025752863441808,0.0012362651698053,0.0304016624513174,0.0099009900990099,0.02,100,750749662
population_std_rate_hz,750749662,VISl,spontaneous,2071,15,ok,0.0977042331183254,0.1011997177380951,0.0034954846197696,-0.0044867038137451,0.0023758903666948,0.0079821884335148,0.0099009900990099,0.03,100,750749662
population_std_rate_hz,750749662,VISp,spontaneous,2071,15,ok,0.0398880317995034,0.0329779521852553,-0.006910079614248,-0.0048237630312394,0.002499770534813,-0.0020863165830085,0.7722772277227723,0.04,100,750749662
active_unit_fraction,750749662,CA1,spontaneous,2071,15,ok,0.2654202367733355,0.3158569832793468,0.0504367465060113,-0.0034406351793337,0.0018170013125246,0.0538773816853451,0.0099009900990099,0.02,100,750749662
active_unit_fraction,750749662,LGd,spontaneous,2071,15,ok,0.5897745119817112,0.6299006971989984,0.0401261852172872,-0.0023064029856503,0.001158124745326,0.0424325882029376,0.0099009900990099,0.05,100,750749662
active_unit_fraction,750749662,VISl,spontaneous,2071,15,ok,0.1888702609889233,0.2601711051368001,0.0713008441478767,-0.0039551758419928,0.0021255078858893,0.0752560199898695,0.0099009900990099,0.07,100,750749662
active_unit_fraction,750749662,VISp,spontaneous,2071,15,ok,0.1098166913069897,0.1476569979761635,0.0378403066691737,-0.004190146553829,0.0023897709519629,0.0420304532230027,0.0099009900990099,0.03,100,750749662
population_l2_rate_norm,750749662,CA1,spontaneous,2071,15,ok,0.2879793420110627,0.3250813829235597,0.037102040912497,-0.0037878576607615,0.001567761844114,0.0408898985732585,0.0099009900990099,0.02,100,750749662
population_l2_rate_norm,750749662,LGd,spontaneous,2071,15,ok,0.5964719822901965,0.6260098535303515,0.029537871240155,-0.0021464597583393,0.0009676218099885,0.0316843309984944,0.0099009900990099,0.01,100,750749662
population_l2_rate_norm,750749662,VISl,spontaneous,2071,15,ok,0.1101851093328982,0.116079455237089,0.0058943459041908,-0.0045077159592114,0.0023563736906904,0.0104020618634022,0.0099009900990099,0.05,100,750749662
population_l2_rate_norm,750749662,VISp,spontaneous,2071,15,ok,0.0521203451101576,0.0431037208720692,-0.0090166242380883,-0.0045181975538016,0.0029284914323104,-0.0044984266842867,0.9405940594059404,0.07,100,750749662
population_rate_entropy,750749662,CA1,spontaneous,2071,15,ok,0.2723116375293365,0.3208054789287349,0.0484938413993983,-0.0037495844138279,0.0021094070724399,0.0522434258132263,0.0099009900990099,0.04,100,750749662
population_rate_entropy,750749662,LGd,spontaneous,2071,15,ok,0.4613022369464055,0.4968885583769777,0.0355863214305722,-0.0027871384705304,0.0014454981307918,0.0383734599011026,0.0099009900990099,0.03,100,750749662
population_rate_entropy,750749662,VISl,spontaneous,2071,15,ok,0.2097677775664728,0.2983046228893068,0.088536845322834,-0.0036783605872765,0.0024841634907177,0.0922152059101105,0.0099009900990099,0.07,100,750749662
population_rate_entropy,750749662,VISp,spontaneous,2071,15,ok,0.0920776064098704,0.1642734358501408,0.0721958294402704,-0.0044043547363564,0.0025315947876983,0.0766001841766269,0.0099009900990099,0.05,100,750749662
population_state_speed,750749662,CA1,spontaneous,2071,15,ok,0.0991110415645487,0.1231433543882326,0.0240323128236839,-0.0046332029146819,0.0024278217233724,0.0286655157383658,0.0099009900990099,0.04,100,750749662
population_state_speed,750749662,LGd,spontaneous,2071,15,ok,0.1145761628021879,0.1070342786803227,-0.0075418841218651,-0.0048632723486226,0.0025303537179048,-0.0026786117732425,0.8712871287128713,0.05,100,750749662
population_state_speed,750749662,VISl,spontaneous,2071,15,ok,0.1555608652269738,0.1664635550119404,0.0109026897849665,-0.0037709227290244,0.0020895804865213,0.014673612513991,0.0099009900990099,0.06,100,750749662
population_state_speed,750749662,VISp,spontaneous,2071,15,ok,0.1713427147719172,0.2067031182390116,0.0353604034670944,-0.0041462563844496,0.0021789261567427,0.039506659851544,0.0099009900990099,0.02,100,750749662
population_mean_rate_hz,751348571,CA1,spontaneous,2071,15,ok,0.2356494338013892,0.3591665156439816,0.1235170818425923,-0.0040757049878542,0.0019335550678408,0.1275927868304466,0.0099009900990099,0.03,100,751348571
population_mean_rate_hz,751348571,LGd,spontaneous,2071,15,ok,0.5899875882651628,0.6067840420061625,0.0167964537409996,-0.0020734364116598,0.0010254262417679,0.0188698901526595,0.0099009900990099,0.04,100,751348571
population_mean_rate_hz,751348571,VISl,spontaneous,2071,15,ok,0.3839856503427624,0.4199186444558439,0.0359329941130814,-0.0030355329715426,0.0017792993079638,0.0389685270846241,0.0099009900990099,0.05,100,751348571
population_mean_rate_hz,751348571,VISp,spontaneous,2071,15,ok,0.4134198945707187,0.4410771417044874,0.0276572471337687,-0.0028957875416836,0.0018654645175527,0.0305530346754523,0.0099009900990099,0.09,100,751348571
population_std_rate_hz,751348571,CA1,spontaneous,2071,15,ok,0.2927795371692504,0.4440651161232039,0.1512855789539534,-0.0034116732987398,0.0019520436122201,0.1546972522526933,0.0099009900990099,0.05,100,751348571
population_std_rate_hz,751348571,LGd,spontaneous,2071,15,ok,0.2238985534436587,0.2473871113992199,0.0234885579555612,-0.0039146036796501,0.0023890647389559,0.0274031616352113,0.0099009900990099,0.05,100,751348571
population_std_rate_hz,751348571,VISl,spontaneous,2071,15,ok,0.1174204503575545,0.1229214831748656,0.005501032817311,-0.0049644717043526,0.0023883555211056,0.0104655045216637,0.0099009900990099,0.02,100,751348571
population_std_rate_hz,751348571,VISp,spontaneous,2071,15,ok,0.2091977485879931,0.2350062155258644,0.0258084669378713,-0.0039532497669228,0.0022447456152974,0.0297617167047941,0.0099009900990099,0.04,100,751348571
active_unit_fraction,751348571,CA1,spontaneous,2071,15,ok,0.1265787149932836,0.2174608182270438,0.0908821032337602,-0.0048356878100508,0.0022961821324379,0.0957177910438111,0.0099009900990099,0.03,100,751348571
active_unit_fraction,751348571,LGd,spontaneous,2071,15,ok,0.4543522592396439,0.4756888840720539,0.0213366248324099,-0.0030935099887654,0.0016731405400068,0.0244301348211754,0.0099009900990099,0.04,100,751348571
active_unit_fraction,751348571,VISl,spontaneous,2071,15,ok,0.4432859808500338,0.5148277050789865,0.0715417242289526,-0.0029959637933541,0.0016149592628929,0.0745376880223068,0.0099009900990099,0.05,100,751348571
active_unit_fraction,751348571,VISp,spontaneous,2071,15,ok,0.4331586585392247,0.4990916266288684,0.0659329680896436,-0.0029587229731402,0.0015499752347304,0.0688916910627839,0.0099009900990099,0.03,100,751348571
population_l2_rate_norm,751348571,CA1,spontaneous,2071,15,ok,0.2858807338442932,0.427967072515882,0.1420863386715888,-0.0035137074009845,0.0020208468831619,0.1456000460725733,0.0099009900990099,0.05,100,751348571
population_l2_rate_norm,751348571,LGd,spontaneous,2071,15,ok,0.4623415363465275,0.478105164907487,0.0157636285609594,-0.0029152328264361,0.0014726484733453,0.0186788613873956,0.0099009900990099,0.05,100,751348571
population_l2_rate_norm,751348571,VISl,spontaneous,2071,15,ok,0.1864912243229658,0.1972405242534894,0.0107492999305236,-0.0045621779084555,0.0018990168130015,0.0153114778389792,0.0099009900990099,0.0,100,751348571
population_l2_rate_norm,751348571,VISp,spontaneous,2071,15,ok,0.2833387975540752,0.3049267596899256,0.0215879621358504,-0.0035882438133901,0.0019409948263607,0.0251762059492406,0.0099009900990099,0.03,100,751348571
population_rate_entropy,751348571,CA1,spontaneous,2071,15,ok,0.10548200196653,0.2053033127870817,0.0998213108205516,-0.0043577349011221,0.0024180824674511,0.1041790457216738,0.0099009900990099,0.06,100,751348571
population_rate_entropy,751348571,LGd,spontaneous,2071,15,ok,0.3903244120564175,0.4092971093197286,0.018972697263311,-0.0031405546328571,0.0015803800875681,0.0221132518961682,0.0099009900990099,0.03,100,751348571
population_rate_entropy,751348571,VISl,spontaneous,2071,15,ok,0.4170992891759949,0.4732190620525708,0.0561197728765758,-0.0033977657038103,0.0012336384530874,0.0595175385803862,0.0099009900990099,0.01,100,751348571
population_rate_entropy,751348571,VISp,spontaneous,2071,15,ok,0.3636664472306958,0.4260746025519761,0.0624081553212803,-0.0033254810709453,0.0017115762198969,0.0657336363922256,0.0099009900990099,0.03,100,751348571
population_state_speed,751348571,CA1,spontaneous,2071,15,ok,0.0723291846153677,0.0890831239612538,0.016753939345886,-0.0051091403503053,0.0027505895750682,0.0218630796961914,0.0099009900990099,0.03,100,751348571
population_state_speed,751348571,LGd,spontaneous,2071,15,ok,0.0960820000633256,0.0911760926421411,-0.0049059074211845,-0.0052100272778812,0.0024398030892192,0.0003041198566967,0.4653465346534653,0.03,100,751348571
population_state_speed,751348571,VISl,spontaneous,2071,15,ok,0.2631534115930974,0.2612423507071644,-0.001911060885933,-0.0040643839066445,0.0022369832507339,0.0021533230207114,0.1782178217821782,0.03,100,751348571
population_state_speed,751348571,VISp,spontaneous,2071,15,ok,0.103110692345283,0.1039114010802605,0.0008007087349775,-0.0046467710543808,0.0026035318646833,0.0054474797893583,0.0198019801980198,0.05,100,751348571
population_mean_rate_hz,755434585,CA1,spontaneous,2072,15,ok,0.159744099494417,0.2045178278415356,0.0447737283471185,-0.0047235207898054,0.0019622625848952,0.0494972491369239,0.0099009900990099,0.01,100,755434585
population_mean_rate_hz,755434585,LGd,spontaneous,2072,15,ok,0.7695194902923185,0.8006151482826812,0.0310956579903627,-0.0012355975492109,0.0006349787336499,0.0323312555395736,0.0099009900990099,0.05,100,755434585
population_mean_rate_hz,755434585,VISl,spontaneous,2072,15,ok,0.1528124886824196,0.1394009700205962,-0.0134115186618233,-0.0044221397289965,0.0019488561399115,-0.0089893789328267,1.0,0.01,100,755434585
population_mean_rate_hz,755434585,VISp,spontaneous,2072,15,ok,0.146787157686257,0.1293473003341801,-0.0174398573520768,-0.0042705809696564,0.0024716056361793,-0.0131692763824204,1.0,0.05,100,755434585
population_std_rate_hz,755434585,CA1,spontaneous,2072,15,ok,0.2240756099833243,0.2854251405952296,0.0613495306119052,-0.0042721951006947,0.0019875847899877,0.0656217257126,0.0099009900990099,0.01,100,755434585
population_std_rate_hz,755434585,LGd,spontaneous,2072,15,ok,0.6051312532237577,0.6335779288493684,0.0284466756256106,-0.0021235900780629,0.0010458754332771,0.0305702657036735,0.0099009900990099,0.04,100,755434585
population_std_rate_hz,755434585,VISl,spontaneous,2072,15,ok,0.131994128262976,0.1171958215420635,-0.0147983067209125,-0.0044251534746158,0.0019832171611906,-0.0103731532462966,1.0,0.02,100,755434585
population_std_rate_hz,755434585,VISp,spontaneous,2072,15,ok,0.1759374107357516,0.1643221499808452,-0.0116152607549063,-0.0042461115945644,0.0022897200636109,-0.0073691491603419,1.0,0.06,100,755434585
active_unit_fraction,755434585,CA1,spontaneous,2072,15,ok,0.069205375422589,0.1383063788043652,0.0691010033817761,-0.0055814292547968,0.0024633462443014,0.074682432636573,0.0099009900990099,0.02,100,755434585
active_unit_fraction,755434585,LGd,spontaneous,2072,15,ok,0.610310701364146,0.645406306423805,0.035095605059659,-0.0021101621470771,0.0012093928782964,0.0372057672067362,0.0099009900990099,0.08,100,755434585
active_unit_fraction,755434585,VISl,spontaneous,2072,15,ok,0.1285516441107819,0.126391029547205,-0.0021606145635768,-0.0044321647373684,0.0024365881363461,0.0022715501737915,0.1683168316831683,0.06,100,755434585
active_unit_fraction,755434585,VISp,spontaneous,2072,15,ok,0.0696684892806662,0.0690878680430114,-0.0005806212376547,-0.0051730385136941,0.002584871477595,0.0045924172760393,0.0396039603960396,0.03,100,755434585
population_l2_rate_norm,755434585,CA1,spontaneous,2072,15,ok,0.2097805060893063,0.2639307914853265,0.0541502853960201,-0.0042048643816378,0.002199736660768,0.058355149777658,0.0099009900990099,0.03,100,755434585
population_l2_rate_norm,755434585,LGd,spontaneous,2072,15,ok,0.7225484952220036,0.7517999484692333,0.0292514532472296,-0.0014360340648535,0.0008350343056399,0.0306874873120832,0.0099009900990099,0.06,100,755434585
population_l2_rate_norm,755434585,VISl,spontaneous,2072,15,ok,0.1372002154447275,0.1219834345724303,-0.0152167808722971,-0.0046482316940537,0.0024942284412919,-0.0105685491782434,1.0,0.02,100,755434585
population_l2_rate_norm,755434585,VISp,spontaneous,2072,15,ok,0.1699303193682162,0.1559717139631209,-0.0139586054050953,-0.0040893936212966,0.0024772445763258,-0.0098692117837986,1.0,0.06,100,755434585
population_rate_entropy,755434585,CA1,spontaneous,2072,15,ok,0.0647546149730569,0.1458372753443354,0.0810826603712785,-0.0051065623437272,0.0023333270921073,0.0861892227150058,0.0099009900990099,0.02,100,755434585
population_rate_entropy,755434585,LGd,spontaneous,2072,15,ok,0.4482859175188516,0.4896562328839587,0.0413703153651071,-0.0028322985119242,0.0016232970709427,0.0442026138770314,0.0099009900990099,0.05,100,755434585
population_rate_entropy,755434585,VISl,spontaneous,2072,15,ok,0.1031187998382141,0.1115486611979932,0.008429861359779,-0.0049895361254991,0.0020432059456227,0.0134193974852782,0.0099009900990099,0.0,100,755434585
population_rate_entropy,755434585,VISp,spontaneous,2072,15,ok,0.0618869831178265,0.0730767985472359,0.0111898154294093,-0.0043884536029643,0.0025325923847418,0.0155782690323736,0.0099009900990099,0.05,100,755434585
population_state_speed,755434585,CA1,spontaneous,2072,15,ok,0.0908443296962535,0.0885920163523101,-0.0022523133439433,-0.0049467635296947,0.0023460913414257,0.0026944501857513,0.1188118811881188,0.04,100,755434585
population_state_speed,755434585,LGd,spontaneous,2072,15,ok,0.0977515772324887,0.1018406501882008,0.0040890729557121,-0.0048237879871055,0.0027550515209593,0.0089128609428177,0.0099009900990099,0.05,100,755434585
population_state_speed,755434585,VISl,spontaneous,2072,15,ok,0.2701935453951496,0.2919636646581398,0.0217701192629902,-0.0038935986504809,0.0018334022503713,0.0256637179134711,0.0099009900990099,0.01,100,755434585
population_state_speed,755434585,VISp,spontaneous,2072,15,ok,0.2770908810886777,0.2900859159931178,0.01299503490444,-0.0036733955929716,0.0022002027373956,0.0166684304974117,0.0099009900990099,0.07,100,755434585
population_mean_rate_hz,756029989,CA1,spontaneous,2071,15,ok,0.2496111238974308,0.3353250953854847,0.0857139714880539,-0.0041459563346348,0.0014282150946832,0.0898599278226887,0.0099009900990099,0.0,100,756029989
population_mean_rate_hz,756029989,LGd,spontaneous,2071,15,ok,0.5931342400119864,0.6701982608243766,0.0770640208123901,-0.0022021579235391,0.0031916278501594,0.0792661787359293,0.0099009900990099,0.27,100,756029989
population_mean_rate_hz,756029989,VISl,spontaneous,2071,15,ok,0.3988985726491414,0.4712462369824187,0.0723476643332773,-0.0028512859943258,0.001768450789302,0.0751989503276031,0.0099009900990099,0.08,100,756029989
population_mean_rate_hz,756029989,VISp,spontaneous,2071,15,ok,0.5870906281262431,0.6273268825526114,0.0402362544263682,-0.0023792949830509,0.0012445447466389,0.0426155494094191,0.0099009900990099,0.03,100,756029989
population_std_rate_hz,756029989,CA1,spontaneous,2071,15,ok,0.3240389236141987,0.4131592061400833,0.0891202825258845,-0.0034343149036927,0.0019553412149704,0.0925545974295772,0.0099009900990099,0.06,100,756029989
population_std_rate_hz,756029989,LGd,spontaneous,2071,15,ok,0.442898181938018,0.4739907395148632,0.0310925575768452,-0.0029097691082116,0.0021185400799693,0.0340023266850569,0.0099009900990099,0.06,100,756029989
population_std_rate_hz,756029989,VISl,spontaneous,2071,15,ok,0.339484027795457,0.4068730933942234,0.0673890655987663,-0.0033116126520322,0.0017163978206085,0.0707006782507986,0.0099009900990099,0.06,100,756029989
population_std_rate_hz,756029989,VISp,spontaneous,2071,15,ok,0.4300844955845577,0.4610851250940547,0.031000629509497,-0.0031528277004486,0.0015913909045329,0.0341534572099456,0.0099009900990099,0.03,100,756029989
active_unit_fraction,756029989,CA1,spontaneous,2071,15,ok,0.0932737586103491,0.1561663665238166,0.0628926079134675,-0.0044889538638453,0.0026267031375046,0.0673815617773128,0.0099009900990099,0.03,100,756029989
active_unit_fraction,756029989,LGd,spontaneous,2071,15,ok,0.4493857383154673,0.2924456805319478,-0.1569400577835195,-0.0008742999115227,0.0047852941293193,-0.1560657578719967,1.0,0.38,100,756029989
