target,session_id,region,stimulus_family,shuffle_id,shuffle_memory_gain_r2
active_unit_fraction,750749662,CA1,spontaneous,0,-0.007522463917701505
active_unit_fraction,750749662,CA1,spontaneous,1,-0.002661644660835738
active_unit_fraction,750749662,CA1,spontaneous,2,-0.0017464258756477724
active_unit_fraction,750749662,CA1,spontaneous,3,-0.003798735982842416
active_unit_fraction,750749662,CA1,spontaneous,4,-0.004950800462126592
active_unit_fraction,750749662,CA1,spontaneous,5,-0.006369910472181162
active_unit_fraction,750749662,CA1,spontaneous,6,-0.0015065247391320424
active_unit_fraction,750749662,CA1,spontaneous,7,-0.004971217438504483
active_unit_fraction,750749662,CA1,spontaneous,8,-0.007799970167352677
active_unit_fraction,750749662,CA1,spontaneous,9,-5.512483871139562e-05
active_unit_fraction,750749662,CA1,spontaneous,10,-0.0025836446015031767
active_unit_fraction,750749662,CA1,spontaneous,11,0.00030626955076318296
active_unit_fraction,750749662,CA1,spontaneous,12,-0.0014252917378593244
active_unit_fraction,750749662,CA1,spontaneous,13,-0.003210914735212178
active_unit_fraction,750749662,CA1,spontaneous,14,-0.001721484768737902
active_unit_fraction,750749662,CA1,spontaneous,15,-0.005347305722123941
active_unit_fraction,750749662,CA1,spontaneous,16,-0.001023105832141269
active_unit_fraction,750749662,CA1,spontaneous,17,-0.00488573100759393
active_unit_fraction,750749662,CA1,spontaneous,18,-0.0034657922009416753
active_unit_fraction,750749662,CA1,spontaneous,19,-0.0025868969502002015
active_unit_fraction,750749662,CA1,spontaneous,20,-0.004959038049618725
active_unit_fraction,750749662,CA1,spontaneous,21,-0.0038804377985500738
active_unit_fraction,750749662,CA1,spontaneous,22,-0.0011769407059155634
active_unit_fraction,750749662,CA1,spontaneous,23,-0.003432961714147309
active_unit_fraction,750749662,CA1,spontaneous,24,-0.0027591629684906582
active_unit_fraction,750749662,CA1,spontaneous,25,-0.003591564467476105
active_unit_fraction,750749662,CA1,spontaneous,26,-0.003441483345292262
active_unit_fraction,750749662,CA1,spontaneous,27,-0.005982800182199766
active_unit_fraction,750749662,CA1,spontaneous,28,-0.004595450631833864
active_unit_fraction,750749662,CA1,spontaneous,29,-0.005126964269427159
active_unit_fraction,750749662,CA1,spontaneous,30,-0.005578681582152467
active_unit_fraction,750749662,CA1,spontaneous,31,-0.0016988533618812474
active_unit_fraction,750749662,CA1,spontaneous,32,-0.004928507143520555
active_unit_fraction,750749662,CA1,spontaneous,33,-0.0035118283429234065
active_unit_fraction,750749662,CA1,spontaneous,34,-0.004782412871379038
active_unit_fraction,750749662,CA1,spontaneous,35,-0.003800158426526812
active_unit_fraction,750749662,CA1,spontaneous,36,-0.0015249233262489836
active_unit_fraction,750749662,CA1,spontaneous,37,-0.0033318816918614935
active_unit_fraction,750749662,CA1,spontaneous,38,-0.006028049039124905
active_unit_fraction,750749662,CA1,spontaneous,39,-0.002223294684778887
active_unit_fraction,750749662,CA1,spontaneous,40,-0.0021323940115117734
active_unit_fraction,750749662,CA1,spontaneous,41,-0.00482687126396486
active_unit_fraction,750749662,CA1,spontaneous,42,-0.005440856284447904
active_unit_fraction,750749662,CA1,spontaneous,43,-0.005357510848664204
active_unit_fraction,750749662,CA1,spontaneous,44,-0.004067077550304998
active_unit_fraction,750749662,CA1,spontaneous,45,-0.007213132630220165
active_unit_fraction,750749662,CA1,spontaneous,46,-0.003840276359626804
active_unit_fraction,750749662,CA1,spontaneous,47,-0.004193707411123904
active_unit_fraction,750749662,CA1,spontaneous,48,-0.004071594156658587
active_unit_fraction,750749662,CA1,spontaneous,49,-0.0032168256442255405
active_unit_fraction,750749662,LGd,spontaneous,0,-0.0005825708268826224
active_unit_fraction,750749662,LGd,spontaneous,1,-0.001740121975915776
active_unit_fraction,750749662,LGd,spontaneous,2,-0.001791483028784624
active_unit_fraction,750749662,LGd,spontaneous,3,-0.002329382721898199
active_unit_fraction,750749662,LGd,spontaneous,4,-0.0036173790222308044
active_unit_fraction,750749662,LGd,spontaneous,5,-0.0030868123936014236
active_unit_fraction,750749662,LGd,spontaneous,6,-0.003278225369165
active_unit_fraction,750749662,LGd,spontaneous,7,-0.0023754008171688046
active_unit_fraction,750749662,LGd,spontaneous,8,-0.002242317002013272
active_unit_fraction,750749662,LGd,spontaneous,9,-0.00274236384862514
active_unit_fraction,750749662,LGd,spontaneous,10,-0.0028354707715664285
active_unit_fraction,750749662,LGd,spontaneous,11,-0.0019386931958199627
active_unit_fraction,750749662,LGd,spontaneous,12,-0.0021551171078927345
active_unit_fraction,750749662,LGd,spontaneous,13,-0.002880424408803095
active_unit_fraction,750749662,LGd,spontaneous,14,-0.00014250140492000352
active_unit_fraction,750749662,LGd,spontaneous,15,-0.003781892752584559
active_unit_fraction,750749662,LGd,spontaneous,16,-0.0007888931251246456
active_unit_fraction,750749662,LGd,spontaneous,17,-0.002665233270705447
active_unit_fraction,750749662,LGd,spontaneous,18,-0.002793244836120423
active_unit_fraction,750749662,LGd,spontaneous,19,-0.0025834721269103467
active_unit_fraction,750749662,LGd,spontaneous,20,-0.0014984645185017742
active_unit_fraction,750749662,LGd,spontaneous,21,-0.0016476786781148833
active_unit_fraction,750749662,LGd,spontaneous,22,-0.0031350982849714937
active_unit_fraction,750749662,LGd,spontaneous,23,-0.002543070696576444
active_unit_fraction,750749662,LGd,spontaneous,24,-0.0037175859321749716
active_unit_fraction,750749662,LGd,spontaneous,25,-0.0027863828000486146
active_unit_fraction,750749662,LGd,spontaneous,26,-0.00200842434707893
active_unit_fraction,750749662,LGd,spontaneous,27,-0.0037729336813214776
active_unit_fraction,750749662,LGd,spontaneous,28,-0.0018811944785160906
active_unit_fraction,750749662,LGd,spontaneous,29,-0.0016229459486972742
active_unit_fraction,750749662,LGd,spontaneous,30,-0.001989414839599468
active_unit_fraction,750749662,LGd,spontaneous,31,-0.0014695001672413444
active_unit_fraction,750749662,LGd,spontaneous,32,-0.00039746688724151547
active_unit_fraction,750749662,LGd,spontaneous,33,-0.0015198253604217227
active_unit_fraction,750749662,LGd,spontaneous,34,-0.0015308307792168963
active_unit_fraction,750749662,LGd,spontaneous,35,-0.0023584925089340514
active_unit_fraction,750749662,LGd,spontaneous,36,0.0004472471598854222
active_unit_fraction,750749662,LGd,spontaneous,37,0.00017410967656339427
active_unit_fraction,750749662,LGd,spontaneous,38,-0.0016648458779101594
active_unit_fraction,750749662,LGd,spontaneous,39,-0.0031761096475407813
active_unit_fraction,750749662,LGd,spontaneous,40,-0.0028835037124040896
active_unit_fraction,750749662,LGd,spontaneous,41,-0.0012163647577910774
active_unit_fraction,750749662,LGd,spontaneous,42,-0.0009060752991504328
active_unit_fraction,750749662,LGd,spontaneous,43,-0.002400372899962866
active_unit_fraction,750749662,LGd,spontaneous,44,-0.002091246545761094
active_unit_fraction,750749662,LGd,spontaneous,45,-0.0010033658376348287
active_unit_fraction,750749662,LGd,spontaneous,46,-0.002709417144641235
active_unit_fraction,750749662,LGd,spontaneous,47,-0.0021929038722318106
active_unit_fraction,750749662,LGd,spontaneous,48,-0.0016141381952580192
active_unit_fraction,750749662,LGd,spontaneous,49,-0.002461371834322379
active_unit_fraction,750749662,VISl,spontaneous,0,-0.0018398080707292541
active_unit_fraction,750749662,VISl,spontaneous,1,-0.0025701975823586576
active_unit_fraction,750749662,VISl,spontaneous,2,0.00355044476928168
active_unit_fraction,750749662,VISl,spontaneous,3,-0.003291949653064008
active_unit_fraction,750749662,VISl,spontaneous,4,-0.004870575972173441
active_unit_fraction,750749662,VISl,spontaneous,5,-0.005482055240489614
active_unit_fraction,750749662,VISl,spontaneous,6,-0.004004929905305987
active_unit_fraction,750749662,VISl,spontaneous,7,-0.0034657079483173536
active_unit_fraction,750749662,VISl,spontaneous,8,-0.003049521724032056
active_unit_fraction,750749662,VISl,spontaneous,9,-0.004019639031582534
active_unit_fraction,750749662,VISl,spontaneous,10,-0.0030199927552508887
active_unit_fraction,750749662,VISl,spontaneous,11,-0.0028948690546666267
active_unit_fraction,750749662,VISl,spontaneous,12,-0.0059473271936766325
active_unit_fraction,750749662,VISl,spontaneous,13,-0.0038135678516745264
active_unit_fraction,750749662,VISl,spontaneous,14,-0.006227839845240779
active_unit_fraction,750749662,VISl,spontaneous,15,-0.004916478720264239
active_unit_fraction,750749662,VISl,spontaneous,16,-0.005296393115716058
active_unit_fraction,750749662,VISl,spontaneous,17,-0.0022869331242468816
active_unit_fraction,750749662,VISl,spontaneous,18,-0.005035665766316644
active_unit_fraction,750749662,VISl,spontaneous,19,-0.0029138870931192384
active_unit_fraction,750749662,VISl,spontaneous,20,-0.005132892771518405
active_unit_fraction,750749662,VISl,spontaneous,21,0.0009464271140017244
active_unit_fraction,750749662,VISl,spontaneous,22,-0.003383633849431522
active_unit_fraction,750749662,VISl,spontaneous,23,-0.002711804529628159
active_unit_fraction,750749662,VISl,spontaneous,24,-0.005847043643351757
active_unit_fraction,750749662,VISl,spontaneous,25,-0.0006472689883133542
active_unit_fraction,750749662,VISl,spontaneous,26,-0.0003239803637977712
active_unit_fraction,750749662,VISl,spontaneous,27,-0.00478450900291838
active_unit_fraction,750749662,VISl,spontaneous,28,-0.0016166171143596753
active_unit_fraction,750749662,VISl,spontaneous,29,-0.004967605818019805
active_unit_fraction,750749662,VISl,spontaneous,30,-0.003926994138621409
active_unit_fraction,750749662,VISl,spontaneous,31,-0.0010901286553650635
active_unit_fraction,750749662,VISl,spontaneous,32,-0.0035565350586398425
active_unit_fraction,750749662,VISl,spontaneous,33,-0.001230382022805565
active_unit_fraction,750749662,VISl,spontaneous,34,-0.0020687309280721378
active_unit_fraction,750749662,VISl,spontaneous,35,-0.0037976348392732007
active_unit_fraction,750749662,VISl,spontaneous,36,-0.0033102221598491077
active_unit_fraction,750749662,VISl,spontaneous,37,-0.0030046730860641135
active_unit_fraction,750749662,VISl,spontaneous,38,-0.0008865549541096085
active_unit_fraction,750749662,VISl,spontaneous,39,-0.004007710702331413
active_unit_fraction,750749662,VISl,spontaneous,40,-0.006941413052799161
active_unit_fraction,750749662,VISl,spontaneous,41,-0.0020362676904890353
active_unit_fraction,750749662,VISl,spontaneous,42,-0.004663959745455415
active_unit_fraction,750749662,VISl,spontaneous,43,-0.0014774138977593498
active_unit_fraction,750749662,VISl,spontaneous,44,0.00043270781763926625
active_unit_fraction,750749662,VISl,spontaneous,45,-0.007514761244836632
active_unit_fraction,750749662,VISl,spontaneous,46,-0.006217858935980369
active_unit_fraction,750749662,VISl,spontaneous,47,-0.0013766968711794725
active_unit_fraction,750749662,VISl,spontaneous,48,-0.005315006393989852
active_unit_fraction,750749662,VISl,spontaneous,49,-0.0032137898086352923
active_unit_fraction,750749662,VISp,spontaneous,0,-0.008043026813711829
active_unit_fraction,750749662,VISp,spontaneous,1,-0.0015680151186342473
active_unit_fraction,750749662,VISp,spontaneous,2,-0.004870275211651509
active_unit_fraction,750749662,VISp,spontaneous,3,-0.0044667940360051395
active_unit_fraction,750749662,VISp,spontaneous,4,-0.006629517744608959
active_unit_fraction,750749662,VISp,spontaneous,5,-0.0023069352983058344
active_unit_fraction,750749662,VISp,spontaneous,6,-0.005035125432722887
active_unit_fraction,750749662,VISp,spontaneous,7,-0.004410559254231838
active_unit_fraction,750749662,VISp,spontaneous,8,-0.002863589898363328
active_unit_fraction,750749662,VISp,spontaneous,9,-0.008884819186058546
active_unit_fraction,750749662,VISp,spontaneous,10,-0.0025972753206900956
active_unit_fraction,750749662,VISp,spontaneous,11,-0.005899116817766892
active_unit_fraction,750749662,VISp,spontaneous,12,-0.006988163349675447
active_unit_fraction,750749662,VISp,spontaneous,13,-0.005181772203711854
active_unit_fraction,750749662,VISp,spontaneous,14,-0.001522486816486368
active_unit_fraction,750749662,VISp,spontaneous,15,0.001573594414079671
active_unit_fraction,750749662,VISp,spontaneous,16,-0.008130310821990117
active_unit_fraction,750749662,VISp,spontaneous,17,-0.004660082611769756
active_unit_fraction,750749662,VISp,spontaneous,18,0.001967234111928673
active_unit_fraction,750749662,VISp,spontaneous,19,-0.006527687234808455
active_unit_fraction,750749662,VISp,spontaneous,20,-0.0022351566085320185
active_unit_fraction,750749662,VISp,spontaneous,21,-0.010031806898687101
