target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles
active_unit_fraction,750749662,CA1,spontaneous,2071,15,ok,0.2654202367733355,0.2977672422713633,0.032347005498027825,-0.0019781002956503002,0.0015085060170881416,0.034325105793678125,0.0196078431372549,0.14,50
active_unit_fraction,750749662,LGd,spontaneous,2071,15,ok,0.5897745119817112,0.6196676067905103,0.029893094808799092,-0.0011746402195581828,0.000648401794485276,0.031067735028357274,0.0196078431372549,0.04,50
active_unit_fraction,750749662,VISl,spontaneous,2071,15,ok,0.18887026098892334,0.2541203748580214,0.06525011386909807,-0.0021036483662148185,0.0014119776893187555,0.06735376223531289,0.0196078431372549,0.06,50
active_unit_fraction,750749662,VISp,spontaneous,2071,15,ok,0.10981669130698979,0.14615941116690978,0.03634271985991999,-0.0020128801239134163,0.0016122328804994558,0.03835559998383341,0.0196078431372549,0.1,50
population_rate_entropy,750749662,CA1,spontaneous,2071,15,ok,0.2723116375293365,0.3067840501332222,0.03447241260388567,-0.001927917646791877,0.0018434793101188625,0.03640033025067755,0.0196078431372549,0.12,50
population_rate_entropy,750749662,LGd,spontaneous,2071,15,ok,0.4613022369464055,0.48604046737710427,0.024738230430698782,-0.0012344251796725537,0.0010889893779288228,0.025972655610371334,0.0196078431372549,0.08,50
population_rate_entropy,750749662,VISl,spontaneous,2071,15,ok,0.2097677775664728,0.2874729320514242,0.07770515448495141,-0.0019409741797593893,0.0014870108900885606,0.0796461286647108,0.0196078431372549,0.1,50
population_rate_entropy,750749662,VISp,spontaneous,2071,15,ok,0.0920776064098704,0.14942413316151448,0.05734652675164409,-0.0022648921645427823,0.0020554935010142048,0.05961141891618687,0.0196078431372549,0.1,50
population_mean_rate_hz,750749662,CA1,spontaneous,2071,15,ok,0.42321578032552787,0.462146464023112,0.03893068369758412,-0.001347486657665795,0.001033196767565401,0.040278170355249915,0.0196078431372549,0.1,50
population_mean_rate_hz,750749662,LGd,spontaneous,2071,15,ok,0.6794317678286059,0.7065410345609808,0.027109266732374904,-0.0007520889515383456,0.0005790981982082619,0.02786135568391325,0.0196078431372549,0.1,50
population_mean_rate_hz,750749662,VISl,spontaneous,2071,15,ok,0.1414712392205204,0.17111109204318387,0.02963985282266346,-0.0019153651692178065,0.0017232214613423355,0.03155521799188127,0.0196078431372549,0.1,50
population_mean_rate_hz,750749662,VISp,spontaneous,2071,15,ok,0.09486775932770519,0.10068425640791123,0.00581649708020604,-0.0023488594498197535,0.0018575576648884376,0.008165356530025793,0.0196078431372549,0.08,50
population_state_speed,750749662,CA1,spontaneous,2071,15,ok,0.09911104156454875,0.11187709419335268,0.012766052628803926,-0.002269863933073577,0.0014647445386197465,0.015035916561877503,0.0196078431372549,0.08,50
population_state_speed,750749662,LGd,spontaneous,2071,15,ok,0.11457616280218796,0.11356869806044922,-0.0010074647417387395,-0.0026043609266075984,0.0014955754547920385,0.001596896184868859,0.19607843137254902,0.02,50
population_state_speed,750749662,VISl,spontaneous,2071,15,ok,0.15556086522697388,0.16679334428801207,0.011232479061038192,-0.0020321780830146064,0.0016065053822895763,0.013264657144052798,0.0196078431372549,0.1,50
population_state_speed,750749662,VISp,spontaneous,2071,15,ok,0.1713427147719172,0.1930511896158984,0.021708474843981196,-0.0015395399172283475,0.0015894737628061883,0.023248014761209544,0.0196078431372549,0.14,50
