target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles
active_unit_fraction,719161530,CA1,spontaneous,2041,14,ok,0.19468223752569747,0.27579055350477444,0.08110831597907697,-0.008884306638686,0.0028823786884440736,0.08999262261776297,0.0196078431372549,0.0,50
active_unit_fraction,719161530,LGd,spontaneous,2041,14,ok,0.5616022663699756,0.6042840437423627,0.0426817773723871,-0.004424386715408834,0.002186345809513843,0.04710616408779593,0.0196078431372549,0.06,50
active_unit_fraction,719161530,VISl,spontaneous,2041,14,ok,0.2725025882227269,0.3532401190229839,0.08073753080025703,-0.007955615923734095,0.0026714633359275555,0.08869314672399112,0.0196078431372549,0.0,50
active_unit_fraction,719161530,VISp,spontaneous,2041,14,ok,0.46093750849791926,0.5404958129940508,0.07955830449613155,-0.005960830289034753,0.0025094407889315494,0.0855191347851663,0.0196078431372549,0.0,50
population_rate_entropy,719161530,CA1,spontaneous,2041,14,ok,0.20592045219914412,0.29479378753202556,0.08887333533288144,-0.007442880594076178,0.002513497950222028,0.09631621592695762,0.0196078431372549,0.0,50
population_rate_entropy,719161530,LGd,spontaneous,2041,14,ok,0.47755651248984,0.5137380207602034,0.03618150827036337,-0.005878001735779788,0.0019368114698160071,0.04205951000614316,0.0196078431372549,0.0,50
population_rate_entropy,719161530,VISl,spontaneous,2041,14,ok,0.21599336584631135,0.2850721220509347,0.06907875620462334,-0.008410002249753155,0.0038247281367897873,0.0774887584543765,0.0196078431372549,0.0,50
population_rate_entropy,719161530,VISp,spontaneous,2041,14,ok,0.3831166903107023,0.4585226094488799,0.07540591913817762,-0.0065473865850527125,0.00204969198012544,0.08195330572323034,0.0196078431372549,0.0,50
population_mean_rate_hz,719161530,CA1,spontaneous,2041,14,ok,0.15466497471133522,0.19681993277615006,0.04215495806481484,-0.008851046509962955,0.0032465530662136107,0.051006004574777795,0.0196078431372549,0.0,50
population_mean_rate_hz,719161530,LGd,spontaneous,2041,14,ok,0.6184872446626413,0.66485303205178,0.04636578738913877,-0.004348736772275463,0.0016260061153018492,0.05071452416141423,0.0196078431372549,0.02,50
population_mean_rate_hz,719161530,VISl,spontaneous,2041,14,ok,0.3164775183854255,0.33225237847575984,0.015774860090334353,-0.007299879144369114,0.0023404604717026903,0.02307473923470347,0.0196078431372549,0.0,50
population_mean_rate_hz,719161530,VISp,spontaneous,2041,14,ok,0.4224481555819404,0.4794039851280143,0.05695582954607392,-0.006495685066866106,0.0023789285911311442,0.06345151461294003,0.0196078431372549,0.0,50
population_state_speed,719161530,CA1,spontaneous,2041,14,ok,0.10758792648260218,0.1389196658875892,0.031331739404987013,-0.00976008185432144,0.0033951522824220448,0.04109182125930845,0.0196078431372549,0.0,50
population_state_speed,719161530,LGd,spontaneous,2041,14,ok,0.05891999508826051,0.04879156131382656,-0.010128433774433954,-0.011320207577354621,0.004292220670578918,0.0011917738029206676,0.37254901960784315,0.04,50
population_state_speed,719161530,VISl,spontaneous,2041,14,ok,0.12206041377826271,0.13147329744336578,0.009412883665103067,-0.009925707763879348,0.003142337850142489,0.019338591428982414,0.0196078431372549,0.0,50
population_state_speed,719161530,VISp,spontaneous,2041,14,ok,0.11401561935419446,0.10996693489474585,-0.004048684459448615,-0.009356190284792967,0.004079597747462063,0.0053075058253443524,0.0784313725490196,0.02,50
