target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles
active_unit_fraction,750749662,CA1,spontaneous,2041,14,ok,0.27417017512132624,0.3383256905161002,0.06415551539477393,-0.0076970133544421795,0.002758924915975834,0.0718525287492161,0.0196078431372549,0.0,50
active_unit_fraction,750749662,LGd,spontaneous,2041,14,ok,0.5929794745398993,0.6355979625268933,0.04261848798699397,-0.004120573479362257,0.0016719445041774945,0.04673906146635623,0.0196078431372549,0.0,50
active_unit_fraction,750749662,VISl,spontaneous,2041,14,ok,0.19344235625452977,0.2798973258785865,0.08645496962405674,-0.008291319110250842,0.003315410943081049,0.09474628873430758,0.0196078431372549,0.0,50
active_unit_fraction,750749662,VISp,spontaneous,2041,14,ok,0.11333049579364651,0.16640231366334124,0.053071817869694726,-0.008058832273160092,0.004182292956475137,0.06113065014285482,0.0196078431372549,0.04,50
population_rate_entropy,750749662,CA1,spontaneous,2041,14,ok,0.2892859752554935,0.35662980962812707,0.06734383437263358,-0.007362228398081172,0.0031182455259079534,0.07470606277071476,0.0196078431372549,0.0,50
population_rate_entropy,750749662,LGd,spontaneous,2041,14,ok,0.46661857386130356,0.5059016065737804,0.039283032712476795,-0.005502767383781466,0.002174741306955831,0.04478580009625826,0.0196078431372549,0.0,50
population_rate_entropy,750749662,VISl,spontaneous,2041,14,ok,0.2120019294879979,0.3202391604924876,0.10823723100448968,-0.007931862508816757,0.003549518728922715,0.11616909351330643,0.0196078431372549,0.02,50
population_rate_entropy,750749662,VISp,spontaneous,2041,14,ok,0.09129230305788072,0.19610729185285014,0.10481498879496942,-0.007718582636250373,0.0038303992522507792,0.1125335714312198,0.0196078431372549,0.02,50
population_mean_rate_hz,750749662,CA1,spontaneous,2041,14,ok,0.424679992844993,0.47805514508298463,0.05337515223799161,-0.0056932078547791785,0.0018580790675159283,0.059068360092770784,0.0196078431372549,0.0,50
population_mean_rate_hz,750749662,LGd,spontaneous,2041,14,ok,0.6771364949902818,0.7169411523238083,0.03980465733352645,-0.0038822600692429068,0.0009836849616220319,0.04368691740276936,0.0196078431372549,0.0,50
population_mean_rate_hz,750749662,VISl,spontaneous,2041,14,ok,0.148650743111037,0.17798523634505392,0.029334493234016934,-0.008677710158393286,0.003581743079471222,0.038012203392410224,0.0196078431372549,0.0,50
population_mean_rate_hz,750749662,VISp,spontaneous,2041,14,ok,0.10223494228498131,0.1008511144594787,-0.0013838278255026148,-0.009421871008944179,0.0034834495126765653,0.008038043183441564,0.0392156862745098,0.0,50
population_state_speed,750749662,CA1,spontaneous,2041,14,ok,0.09752058283527842,0.10627069034937286,0.00875010751409444,-0.009443967767501022,0.0032138584631608014,0.018194075281595463,0.0196078431372549,0.0,50
population_state_speed,750749662,LGd,spontaneous,2041,14,ok,0.11777959767884816,0.10270185262720666,-0.0150777450516415,-0.009809734361416411,0.0032593365495963648,-0.005268010690225089,0.9607843137254902,0.0,50
population_state_speed,750749662,VISl,spontaneous,2041,14,ok,0.1438747270416928,0.15039973068858525,0.006525003646892458,-0.00923418815583758,0.00330181864705041,0.015759191802730037,0.0196078431372549,0.0,50
population_state_speed,750749662,VISp,spontaneous,2041,14,ok,0.1605803176341274,0.20465940816372874,0.04407909052960135,-0.008924633013275023,0.003368746653316051,0.05300372354287637,0.0196078431372549,0.0,50
