target,n_ok_groups,median_baseline_r2,median_memory_r2,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,min_empirical_p,rank_by_controlled_memory,session_id_synthesis,lag_label,lags,n_lags
population_state_speed,4,0.046187962334833,0.0356438771333566,-0.0102807701988238,-0.0215886388337181,0.25,-0.0048384354262965,-0.0048571950493665,-0.0052316359192964,-0.0167314437843515,0.25,0.8137254901960784,0.0196078431372549,4,715093703,lag12,"1,2",2
active_unit_fraction,4,0.3891085944430718,0.451315909345822,0.081143314656347,0.0806167688770577,1.0,-0.0049862186993398,-0.0049468376927054,0.0850641466874313,0.0855636065697632,1.0,0.0196078431372549,0.0196078431372549,1,715093703,lag123,"1,2,3",3
population_rate_entropy,4,0.3299692480854942,0.4015364718945122,0.071567223809018,0.0645425384838458,0.75,-0.0056089005773709,-0.004922589007146,0.0772182638387857,0.0694651274909918,0.75,0.0196078431372549,0.0196078431372549,2,715093703,lag123,"1,2,3",3
population_mean_rate_hz,4,0.4554481025067182,0.5060479988452947,0.0502502092091661,0.0504250527738713,1.0,-0.0043352382049495,-0.0048086244208163,0.0555322198458493,0.0552336771946877,1.0,0.0196078431372549,0.0196078431372549,3,715093703,lag123,"1,2,3",3
population_state_speed,4,0.0489592051191206,0.0390230147359744,-0.0091733733744839,-0.0344028524008459,0.25,-0.0077149807966566,-0.0076263691040705,-0.0014583925778272,-0.0267764832967754,0.5,0.6666666666666666,0.0196078431372549,4,715093703,lag123,"1,2,3",3
active_unit_fraction,4,0.3907789693781424,0.4557605974338919,0.0872846282122539,0.0888541244215897,1.0,-0.006535138010086,-0.0064345913989551,0.0927526666954387,0.0952887158205448,1.0,0.0196078431372549,0.0196078431372549,1,715093703,lag1234,"1,2,3,4",4
population_rate_entropy,4,0.3349424922784119,0.4088917074728802,0.0739492151944682,0.076546881756033,1.0,-0.0076119641762836,-0.0064763266432904,0.0816464534015212,0.0830232083993235,1.0,0.0196078431372549,0.0196078431372549,2,715093703,lag1234,"1,2,3,4",4
population_mean_rate_hz,4,0.4573209883756674,0.5115396854104048,0.0536675498636398,0.0539431234491885,1.0,-0.0062639530622028,-0.0068412380113635,0.0610860728241639,0.060784361460552,1.0,0.0196078431372549,0.0196078431372549,3,715093703,lag1234,"1,2,3,4",4
population_state_speed,4,0.0479132975484449,0.0375427150975997,-0.0103705824508452,-0.0471757350732101,0.25,-0.0100501281244689,-0.0104047721018679,-0.0004123609052361,-0.0367709629713421,0.5,0.5588235294117647,0.0196078431372549,4,715093703,lag1234,"1,2,3,4",4
active_unit_fraction,4,0.3638769737705111,0.4144334611237612,0.0448738164172836,0.0442548384591878,1.0,-0.0016247834034313,-0.0016483420066039,0.046498599820715,0.0459031804657917,1.0,0.0196078431372549,0.0196078431372549,1,719161530,lag1,1,1
population_rate_entropy,4,0.2933922256247531,0.3383088392326127,0.0380389742156936,0.0382125791438938,1.0,-0.001566044725734,-0.0016096052792192,0.0395108827957044,0.0398221844231131,1.0,0.0196078431372549,0.0196078431372549,2,719161530,lag1,1,1
population_mean_rate_hz,4,0.3665987208984864,0.3882482336660739,0.0293746214929366,0.0266165008302217,1.0,-0.0015561483932328,-0.0016270723767729,0.0313024502125561,0.0282435732069947,1.0,0.0196078431372549,0.0196078431372549,3,719161530,lag1,1,1
population_state_speed,4,0.1157784521972822,0.1204270375690198,0.0018489541793595,0.00415759748832,0.75,-0.0023408064417442,-0.0023532089973332,0.0042567355992362,0.0065108064856532,1.0,0.0392156862745098,0.0196078431372549,4,719161530,lag1,1,1
active_unit_fraction,4,0.3655614531550856,0.4100050609598857,0.0444436078048,0.0408692473327274,1.0,-0.001584996303502,-0.001510910045188,0.046028604108302,0.0423801573779155,1.0,0.0196078431372549,0.0196078431372549,1,719161530,lag2,2,1
population_rate_entropy,4,0.2973927528117416,0.3410062064490475,0.0414370457092421,0.0413573649323773,1.0,-0.0017471453119168,-0.0017324580634892,0.0433652695676317,0.0430898229958666,1.0,0.0196078431372549,0.0196078431372549,2,719161530,lag2,2,1
population_mean_rate_hz,4,0.3686762342366366,0.3882688032883201,0.0256818691761952,0.0226372191139393,1.0,-0.0016406049378188,-0.0016683792405148,0.0273780227194062,0.0243055983544542,1.0,0.0196078431372549,0.0196078431372549,3,719161530,lag2,2,1
population_state_speed,4,0.1147295356202487,0.1242938719508174,0.0095643363305687,0.0080509011367327,0.75,-0.0024956220160813,-0.002489851390219,0.0120484170949255,0.0105407525269517,1.0,0.0196078431372549,0.0196078431372549,4,719161530,lag2,2,1
active_unit_fraction,4,0.3655614531550856,0.4309029809530109,0.0626438044055023,0.0588930885979549,1.0,-0.0033432465032625,-0.0032540459081221,0.0660973252588628,0.062147134506077,1.0,0.0196078431372549,0.0196078431372549,1,719161530,lag12,"1,2",2
population_rate_entropy,4,0.2973927528117416,0.3564266006281308,0.0590338478163892,0.0549330030053003,1.0,-0.0034910804690455,-0.0035303764283913,0.0626035202041262,0.0584633794336916,1.0,0.0196078431372549,0.0196078431372549,2,719161530,lag12,"1,2",2
population_mean_rate_hz,4,0.3686762342366366,0.3959854902796431,0.0375428265175987,0.0328700793512096,1.0,-0.0031788036185821,-0.003289572593837,0.0414395637746197,0.0361596519450466,1.0,0.0196078431372549,0.0196078431372549,3,719161530,lag12,"1,2",2
population_state_speed,4,0.1147295356202487,0.1255235297523598,0.0079063849724122,0.0087068657253017,1.0,-0.0050421221765428,-0.0050487026886743,0.012948507148955,0.0137555684139761,1.0,0.0196078431372549,0.0196078431372549,4,719161530,lag12,"1,2",2
active_unit_fraction,4,0.3643962817633651,0.4359364945899951,0.07154021282663,0.0647965477246773,1.0,-0.0045818163816938,-0.0044998604472895,0.0761220292083239,0.0692964081719668,1.0,0.0196078431372549,0.0196078431372549,1,719161530,lag123,"1,2,3",3
population_rate_entropy,4,0.2958263625045724,0.3627113778271985,0.0664631528545017,0.0621229094002029,1.0,-0.0052595425763674,-0.0053178630875081,0.0720423994511647,0.067440772487711,1.0,0.0196078431372549,0.0196078431372549,2,719161530,lag123,"1,2,3",3
population_mean_rate_hz,4,0.3680272281062657,0.4009457587541653,0.0417313865096848,0.0373249585787922,1.0,-0.0053479137416622,-0.0051315842365684,0.0466466412411595,0.0424565428153606,1.0,0.0196078431372549,0.0196078431372549,3,719161530,lag123,"1,2,3",3
population_state_speed,4,0.1111513134321591,0.1210360259485515,0.0053274861579594,0.0072975845731981,0.5,-0.0072919979331854,-0.0074986239897662,0.012579641366199,0.0147962085629644,1.0,0.0392156862745098,0.0196078431372549,4,719161530,lag123,"1,2,3",3
active_unit_fraction,4,0.366720048360323,0.4468679660085173,0.0801479176481942,0.0710214821619631,1.0,-0.0069582231063844,-0.0068062848917159,0.0871061407545787,0.077827767053679,1.0,0.0196078431372549,0.0196078431372549,1,719161530,lag1234,"1,2,3,4",4
population_rate_entropy,4,0.2995550280785068,0.3766581984904527,0.0722423376714004,0.0673848797365114,1.0,-0.0069951335895644,-0.0070695677911654,0.0797210320888034,0.0744544475276769,1.0,0.0196078431372549,0.0196078431372549,2,719161530,lag1234,"1,2,3,4",4
population_mean_rate_hz,4,0.3694628369836829,0.405828181801887,0.0442603727269768,0.0403128587725904,1.0,-0.0068977821056176,-0.0067488368733684,0.050860264368096,0.0470616956459588,1.0,0.0196078431372549,0.0196078431372549,3,719161530,lag1234,"1,2,3,4",4
population_state_speed,4,0.1108017729183983,0.1207201161690558,0.0026820996028272,0.0066418762090518,0.5,-0.0098428948091003,-0.010090546870087,0.0123230486271633,0.0167324230791389,1.0,0.0490196078431372,0.0196078431372549,4,719161530,lag1234,"1,2,3,4",4
population_rate_entropy,4,0.2414672381148535,0.2836725828843722,0.036438419615707,0.0374489829530453,1.0,-0.0016252518131896,-0.0016601291095018,0.0380636714288966,0.0391091120625472,1.0,0.0196078431372549,0.0196078431372549,1,750749662,lag1,1,1
active_unit_fraction,4,0.2275982800047467,0.2647469944277711,0.0333904460844423,0.0299845536650234,1.0,-0.0017369971559806,-0.0017687886988089,0.0349319405024628,0.0317533423638323,1.0,0.0196078431372549,0.0196078431372549,2,750749662,lag1,1,1
population_mean_rate_hz,4,0.2817572498862625,0.3037921051427143,0.0184506917073289,0.0161560333868339,0.75,-0.0017444402890551,-0.0016143892082225,0.019930539542985,0.0177704225950564,0.75,0.0196078431372549,0.0196078431372549,3,750749662,lag1,1,1
population_state_speed,4,0.1331134960689428,0.1332000561429131,0.0084903581142703,0.0086152655126973,0.5,-0.0023509565075985,-0.0023340556814025,0.0107280942707868,0.0109493211940998,0.75,0.0784313725490196,0.0196078431372549,4,750749662,lag1,1,1
population_rate_entropy,4,0.2410397075479046,0.2971284910923232,0.0459094696777648,0.0485655810677949,1.0,-0.0019344459132756,-0.0018420522926916,0.0480058745834322,0.0504076333604866,1.0,0.0196078431372549,0.0196078431372549,1,750749662,lag2,2,1
active_unit_fraction,4,0.2271452488811294,0.2759438085646923,0.0343448626789739,0.0409582335089612,1.0,-0.0019954902097818,-0.0018173172513341,0.0363403528887557,0.0427755507602954,1.0,0.0196078431372549,0.0196078431372549,2,750749662,lag2,2,1
population_mean_rate_hz,4,0.2823435097730241,0.3166287780331479,0.0283745597775191,0.0253740750832071,1.0,-0.0016314259134418,-0.0015909500570604,0.0297082868378972,0.0269650251402675,1.0,0.0196078431372549,0.0196078431372549,3,750749662,lag2,2,1
population_state_speed,4,0.1350685140145809,0.1401810211742306,0.011999265844921,0.0111748854480211,0.75,-0.002151021008044,-0.002111485714981,0.0141502868529651,0.0132863711630021,1.0,0.0196078431372549,0.0196078431372549,4,750749662,lag2,2,1
population_rate_entropy,4,0.2410397075479046,0.3095550509090208,0.0603448354198344,0.0612032093982687,1.0,-0.0038614661490078,-0.0036316272469717,0.0643047010303212,0.0648348366452404,1.0,0.0196078431372549,0.0196078431372549,1,750749662,lag12,"1,2",2
active_unit_fraction,4,0.2271452488811294,0.2880140442080734,0.0452814658616493,0.0499260206350872,1.0,-0.0035311220753958,-0.0033318905956889,0.0482011761219316,0.0532579112307762,1.0,0.0196078431372549,0.0196078431372549,2,750749662,lag12,"1,2",2
population_mean_rate_hz,4,0.2823435097730241,0.3207527569225556,0.0303895911665497,0.0273339175400485,0.75,-0.0034815236708692,-0.0033592883012537,0.0332676326644894,0.0306932058413022,1.0,0.0196078431372549,0.0196078431372549,3,750749662,lag12,"1,2",2
population_state_speed,4,0.1350685140145809,0.1448034547000865,0.0174675013043252,0.0156883804884699,0.75,-0.0045701453560577,-0.0044806874445658,0.0221032064798526,0.0201690679330358,0.75,0.0196078431372549,0.0196078431372549,4,750749662,lag12,"1,2",2
population_rate_entropy,4,0.24199684397329,0.3215808817604338,0.0784706378895176,0.0749827374615123,1.0,-0.0061060459010088,-0.0059049458544244,0.0851814991186549,0.0808876833159367,1.0,0.0196078431372549,0.0196078431372549,1,750749662,lag123,"1,2,3",3
active_unit_fraction,4,0.2296787357300763,0.2998022484061593,0.0540928618970654,0.0585345651701803,1.0,-0.0057636081256001,-0.0052726870667914,0.0599900938964848,0.0638072522369718,1.0,0.0196078431372549,0.0196078431372549,2,750749662,lag123,"1,2,3",3
population_mean_rate_hz,4,0.2863686253452273,0.3269780383947323,0.0323511409276126,0.0304220086566196,1.0,-0.0056967929025313,-0.0052831385459388,0.0370191271704478,0.0357051472025585,1.0,0.0196078431372549,0.0196078431372549,3,750749662,lag123,"1,2,3",3
population_state_speed,4,0.1291013692784661,0.132069886394552,0.0105252880364852,0.012054414707763,0.5,-0.0067281789529835,-0.0067120343191927,0.0172534669894687,0.0187664490269557,0.75,0.0196078431372549,0.0196078431372549,4,750749662,lag123,"1,2,3",3
population_rate_entropy,4,0.2506439523717457,0.3384344850603073,0.0860794115838015,0.0799197717211423,1.0,-0.0075404055171657,-0.0071288602317324,0.0936198171009672,0.0870486319528748,1.0,0.0196078431372549,0.0196078431372549,1,750749662,lag1234,"1,2,3,4",4
active_unit_fraction,4,0.233806265687928,0.3091115081973433,0.0586136666322343,0.0615751977188798,1.0,-0.0078779228138011,-0.0070419345543038,0.0664915894460354,0.0686171322731837,1.0,0.0196078431372549,0.0196078431372549,2,750749662,lag1234,"1,2,3,4",4
population_mean_rate_hz,4,0.286665367978015,0.3280201907140193,0.0345695752837716,0.030282618745008,0.75,-0.0071854590065862,-0.0069187622728398,0.0408495603975897,0.0372013810178479,1.0,0.0196078431372549,0.0196078431372549,3,750749662,lag1234,"1,2,3,4",4
population_state_speed,4,0.1308271623602704,0.128335210518979,0.0076375555804934,0.0110691141597366,0.75,-0.0093390779616693,-0.0093531308245075,0.0169766335421627,0.0204222449842441,0.75,0.0196078431372549,0.0196078431372549,4,750749662,lag1234,"1,2,3,4",4
