target,n_ok_groups,median_baseline_r2,median_memory_r2,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,min_empirical_p,rank_by_controlled_memory
population_rate_entropy,4,0.08393670740563552,0.11324764226688905,0.015245950856846324,0.022278442859049924,1.0,-0.0022920779548180562,-0.002170661155175342,0.017295195212378954,0.024449104014225266,1.0,0.0196078431372549,0.0196078431372549,1
active_unit_fraction,4,0.09911006669572409,0.12206071059648999,0.009034480674882162,0.015165034501409547,0.5,-0.0021317975562249146,-0.0020402082159079807,0.010463091776434157,0.017205242717317527,0.5,0.4901960784313726,0.0196078431372549,2
population_state_speed,4,0.18397256131381917,0.1897102546920023,0.007023313907631945,0.007295021370538585,1.0,-0.0020787602120520103,-0.002093521501760693,0.009278732023841666,0.009388542872299278,1.0,0.029411764705882353,0.0196078431372549,3
population_mean_rate_hz,4,0.1562782940884183,0.16760274309644363,0.006881892059967254,0.007297747176613495,0.5,-0.0019662115226108936,-0.0016815509050365212,0.008278782347429403,0.008979298081650017,0.5,0.5098039215686274,0.0196078431372549,4
