target,n_ok_groups,median_baseline_r2,median_memory_r2,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,min_empirical_p,rank_by_controlled_memory
active_unit_fraction,4,0.36556145315508565,0.4309029809530109,0.06264380440550232,0.05889308859795492,1.0,-0.0033432465032625204,-0.0032540459081221752,0.06609732525886285,0.06214713450607709,1.0,0.0196078431372549,0.0196078431372549,1
population_rate_entropy,4,0.2973927528117416,0.3564266006281308,0.05903384781638921,0.05493300300530035,1.0,-0.0034910804690455976,-0.0035303764283913046,0.06260352020412621,0.058463379433691655,1.0,0.0196078431372549,0.0196078431372549,2
population_mean_rate_hz,4,0.3686762342366366,0.39598549027964314,0.03754282651759877,0.03287007935120964,1.0,-0.003178803618582132,-0.003289572593837045,0.04143956377461975,0.03615965194504669,1.0,0.0196078431372549,0.0196078431372549,3
population_state_speed,4,0.11472953562024873,0.12552352975235986,0.00790638497241225,0.008706865725301799,1.0,-0.00504212217654282,-0.005048702688674364,0.01294850714895507,0.013755568413976162,1.0,0.0196078431372549,0.0196078431372549,4
