n_ok_groups,median_baseline_r2,median_memory_r2,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain
4,0.49299460038769227,0.5492865597675151,0.07470584257283375,0.06884047776502242,1.0
