target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles
population_mean_rate_hz,756029989,CA1,spontaneous,2071,15,ok,0.2496111238974308,0.3353250953854847,0.08571397148805393,-0.0041459563346348035,0.0014282150946832632,0.08985992782268873,0.009900990099009901,0.0,100
population_mean_rate_hz,756029989,LGd,spontaneous,2071,15,ok,0.5931342400119864,0.6701982608243766,0.07706402081239017,-0.002202157923539193,0.0031916278501594054,0.07926617873592937,0.009900990099009901,0.27,100
population_mean_rate_hz,756029989,VISl,spontaneous,2071,15,ok,0.3988985726491414,0.47124623698241874,0.07234766433327733,-0.0028512859943258186,0.0017684507893020414,0.07519895032760315,0.009900990099009901,0.08,100
population_mean_rate_hz,756029989,VISp,spontaneous,2071,15,ok,0.5870906281262431,0.6273268825526114,0.040236254426368245,-0.0023792949830509415,0.0012445447466389677,0.04261554940941919,0.009900990099009901,0.03,100
population_std_rate_hz,756029989,CA1,spontaneous,2071,15,ok,0.3240389236141987,0.4131592061400833,0.08912028252588455,-0.0034343149036927434,0.0019553412149704175,0.09255459742957729,0.009900990099009901,0.06,100
population_std_rate_hz,756029989,LGd,spontaneous,2071,15,ok,0.442898181938018,0.47399073951486326,0.03109255757684526,-0.0029097691082116506,0.0021185400799693397,0.034002326685056906,0.009900990099009901,0.06,100
population_std_rate_hz,756029989,VISl,spontaneous,2071,15,ok,0.33948402779545706,0.4068730933942234,0.06738906559876634,-0.0033116126520322474,0.001716397820608535,0.0707006782507986,0.009900990099009901,0.06,100
population_std_rate_hz,756029989,VISp,spontaneous,2071,15,ok,0.43008449558455775,0.46108512509405475,0.031000629509497002,-0.003152827700448657,0.0015913909045329182,0.034153457209945656,0.009900990099009901,0.03,100
active_unit_fraction,756029989,CA1,spontaneous,2071,15,ok,0.09327375861034914,0.15616636652381666,0.06289260791346751,-0.004488953863845331,0.0026267031375046238,0.06738156177731285,0.009900990099009901,0.03,100
active_unit_fraction,756029989,LGd,spontaneous,2071,15,ok,0.44938573831546735,0.29244568053194786,-0.1569400577835195,-0.0008742999115227889,0.004785294129319396,-0.1560657578719967,1.0,0.38,100
active_unit_fraction,756029989,VISl,spontaneous,2071,15,ok,0.34391925937240964,0.41211845078914455,0.06819919141673492,-0.0030285511102268016,0.001729098963615743,0.07122774252696172,0.009900990099009901,0.05,100
active_unit_fraction,756029989,VISp,spontaneous,2071,15,ok,0.42947179770823274,0.4693930282973181,0.039921230589085366,-0.0030123887104524937,0.001385848898606212,0.04293361929953786,0.009900990099009901,0.01,100
population_l2_rate_norm,756029989,CA1,spontaneous,2071,15,ok,0.32025248230565595,0.41088001369094806,0.09062753138529211,-0.0035783667944583155,0.0016654579258394942,0.09420589817975043,0.009900990099009901,0.03,100
population_l2_rate_norm,756029989,LGd,spontaneous,2071,15,ok,0.5951847495995027,0.6401162775181566,0.044931527918653846,-0.001791709988577056,0.0018513500642295202,0.0467232379072309,0.009900990099009901,0.15,100
population_l2_rate_norm,756029989,VISl,spontaneous,2071,15,ok,0.36846159049733873,0.4380940039281028,0.0696324134307641,-0.0030766224816123856,0.001944004097917991,0.07270903591237649,0.009900990099009901,0.05,100
population_l2_rate_norm,756029989,VISp,spontaneous,2071,15,ok,0.5117090488205591,0.5460814221907251,0.034372373370165965,-0.0024948844442700545,0.0017305375109525959,0.03686725781443602,0.009900990099009901,0.06,100
population_rate_entropy,756029989,CA1,spontaneous,2071,15,ok,0.10977765657864524,0.14864456755042454,0.0388669109717793,-0.0047076500314190035,0.002352186893951837,0.0435745610031983,0.009900990099009901,0.04,100
population_rate_entropy,756029989,LGd,spontaneous,2071,15,ok,0.8313812351629059,0.8383078241289577,0.006926588966051805,-0.0010370340467030258,0.0005398513193830678,0.007963623012754831,0.009900990099009901,0.03,100
population_rate_entropy,756029989,VISl,spontaneous,2071,15,ok,0.21785691710389354,0.26838479621249045,0.05052787910859691,-0.004224157495527513,0.002057681584504898,0.05475203660412442,0.009900990099009901,0.03,100
population_rate_entropy,756029989,VISp,spontaneous,2071,15,ok,0.36767997918207096,0.40501102299426983,0.03733104381219887,-0.0035241337158715947,0.0019838239024065124,0.04085517752807047,0.009900990099009901,0.05,100
population_state_speed,756029989,CA1,spontaneous,2071,15,ok,0.05065632826588451,0.06545728116741623,0.014800952901531716,-0.005254576354460913,0.002396019638233077,0.02005552925599263,0.009900990099009901,0.03,100
population_state_speed,756029989,LGd,spontaneous,2071,15,ok,0.035750036545093566,0.01687572617884847,-0.018874310366245095,-0.004877660349048767,0.004271798122128498,-0.013996650017196327,1.0,0.08,100
population_state_speed,756029989,VISl,spontaneous,2071,15,ok,0.05141024529661553,0.044456114848282824,-0.006954130448332707,-0.0048911972008181225,0.0023190774612782006,-0.0020629332475145847,0.8118811881188119,0.03,100
population_state_speed,756029989,VISp,spontaneous,2071,15,ok,0.13118168680625186,0.13329475865096518,0.002113071844713321,-0.004262209993225982,0.0025984572163936246,0.006375281837939303,0.0297029702970297,0.06,100
