session_id,region,stimulus_family,shuffle_id,shuffle_memory_gain_r2
756029989,CA1,spontaneous,0,-0.002825870583603951
756029989,CA1,spontaneous,1,-0.001164175149378055
756029989,CA1,spontaneous,2,-0.00617319324295984
756029989,CA1,spontaneous,3,-0.0015912119796291924
756029989,CA1,spontaneous,4,-0.0036966469169091853
756029989,CA1,spontaneous,5,-0.0063188800330429284
756029989,CA1,spontaneous,6,-0.0030800466760843026
756029989,CA1,spontaneous,7,-0.002680615921275664
756029989,CA1,spontaneous,8,-0.006327357790110288
756029989,CA1,spontaneous,9,-0.003314534100647415
756029989,CA1,spontaneous,10,-0.009382649634006812
756029989,CA1,spontaneous,11,-0.003159078799872761
756029989,CA1,spontaneous,12,-0.004565711503077052
756029989,CA1,spontaneous,13,-0.0038671001221466383
756029989,CA1,spontaneous,14,-0.004239264495929818
756029989,CA1,spontaneous,15,-0.006205030452800964
756029989,CA1,spontaneous,16,-0.004125237041049279
756029989,CA1,spontaneous,17,-0.006768110998275678
756029989,CA1,spontaneous,18,-0.0028953753838867335
756029989,CA1,spontaneous,19,-0.0015870232590351474
756029989,CA1,spontaneous,20,-0.004301517565337809
756029989,CA1,spontaneous,21,-0.0011564224806431822
756029989,CA1,spontaneous,22,-0.0010124534022538656
756029989,CA1,spontaneous,23,-0.003842244922110827
756029989,CA1,spontaneous,24,8.035644054582569e-05
756029989,CA1,spontaneous,25,-0.002391068185351619
756029989,CA1,spontaneous,26,-0.0012151753273003107
756029989,CA1,spontaneous,27,-0.0027461513485854683
756029989,CA1,spontaneous,28,-0.00209668433133936
756029989,CA1,spontaneous,29,-0.003461962374305183
756029989,CA1,spontaneous,30,-0.00027226855382112003
756029989,CA1,spontaneous,31,-0.0022959321227828955
756029989,CA1,spontaneous,32,-0.004080957056553536
756029989,CA1,spontaneous,33,-0.004291501657774366
756029989,CA1,spontaneous,34,-0.0010233878655254713
756029989,CA1,spontaneous,35,-0.0028875031995416744
756029989,CA1,spontaneous,36,-0.005541580925115253
756029989,CA1,spontaneous,37,-0.005949472329369043
756029989,CA1,spontaneous,38,-0.0036773535300678173
756029989,CA1,spontaneous,39,-0.004619538979625859
756029989,CA1,spontaneous,40,-0.003610217426456619
756029989,CA1,spontaneous,41,-0.002012895800345471
756029989,CA1,spontaneous,42,0.0014748810088722752
756029989,CA1,spontaneous,43,-0.0002905873380070201
756029989,CA1,spontaneous,44,-0.003185801800327903
756029989,CA1,spontaneous,45,-0.0023326478709086995
756029989,CA1,spontaneous,46,-0.003438977274378474
756029989,CA1,spontaneous,47,-0.0051815294304423665
756029989,CA1,spontaneous,48,-0.006552419606810744
756029989,CA1,spontaneous,49,-0.005370437453997234
756029989,CA1,spontaneous,50,-0.003046485075029026
756029989,CA1,spontaneous,51,-0.00413335040633156
756029989,CA1,spontaneous,52,-0.0043779289225758244
756029989,CA1,spontaneous,53,-0.005607131457254777
756029989,CA1,spontaneous,54,-0.002064800011904122
756029989,CA1,spontaneous,55,-0.0037590796581176145
756029989,CA1,spontaneous,56,-0.007752809501155977
756029989,CA1,spontaneous,57,0.003934828368237442
756029989,CA1,spontaneous,58,-0.006315993214383919
756029989,CA1,spontaneous,59,-0.004077856114334644
756029989,CA1,spontaneous,60,-0.00408208918165609
756029989,CA1,spontaneous,61,-0.00265813367701051
756029989,CA1,spontaneous,62,-0.00317027987827867
756029989,CA1,spontaneous,63,-0.002837379993068878
756029989,CA1,spontaneous,64,-0.004520416828157625
756029989,CA1,spontaneous,65,-0.0045680299653581
756029989,CA1,spontaneous,66,-0.004800713630727427
756029989,CA1,spontaneous,67,-0.0063071507975223096
756029989,CA1,spontaneous,68,-0.004381721335891653
756029989,CA1,spontaneous,69,-0.002663123503826803
756029989,CA1,spontaneous,70,-0.001398972797909348
756029989,CA1,spontaneous,71,-0.00633762226363932
756029989,CA1,spontaneous,72,-0.003375349305773767
756029989,CA1,spontaneous,73,-0.005885828773730339
756029989,CA1,spontaneous,74,-0.004529035401794945
756029989,CA1,spontaneous,75,-0.00307024595030736
756029989,CA1,spontaneous,76,-0.007457802260930402
756029989,CA1,spontaneous,77,-0.002936662353302699
756029989,CA1,spontaneous,78,0.0004203215107420055
756029989,CA1,spontaneous,79,-0.0028989337866588416
756029989,CA1,spontaneous,80,-0.0044540589899884075
756029989,CA1,spontaneous,81,-0.004432488151651093
756029989,CA1,spontaneous,82,-0.004869728818884478
756029989,CA1,spontaneous,83,-0.006644157030789022
756029989,CA1,spontaneous,84,-0.004104175424889278
756029989,CA1,spontaneous,85,-0.004470394120605459
756029989,CA1,spontaneous,86,-0.0034340743110252703
756029989,CA1,spontaneous,87,-0.002220770011534645
756029989,CA1,spontaneous,88,-0.004579049109880162
756029989,CA1,spontaneous,89,-0.004138053616694837
756029989,CA1,spontaneous,90,-0.005009859784987025
756029989,CA1,spontaneous,91,-0.0012519292686892225
756029989,CA1,spontaneous,92,-0.006941100891207697
756029989,CA1,spontaneous,93,-0.005428813854761794
756029989,CA1,spontaneous,94,-0.0013303170260081654
756029989,CA1,spontaneous,95,-0.003923714311149906
756029989,CA1,spontaneous,96,-0.004663972706691943
756029989,CA1,spontaneous,97,-0.005334847893004979
756029989,CA1,spontaneous,98,-0.005760225483095405
756029989,CA1,spontaneous,99,-0.0035996895542648177
756029989,LGd,spontaneous,0,-0.005360488462350932
756029989,LGd,spontaneous,1,-0.0014893387352006293
756029989,LGd,spontaneous,2,0.0010284573249300655
756029989,LGd,spontaneous,3,0.0013071213124801195
756029989,LGd,spontaneous,4,0.004836514658935642
756029989,LGd,spontaneous,5,-0.003967748071152966
756029989,LGd,spontaneous,6,-0.0028337704638661254
756029989,LGd,spontaneous,7,-0.00949457459393599
756029989,LGd,spontaneous,8,-0.0033983161528550188
756029989,LGd,spontaneous,9,-0.0013004409279167017
756029989,LGd,spontaneous,10,-0.0022857305600473277
756029989,LGd,spontaneous,11,-0.0002994477889600722
756029989,LGd,spontaneous,12,-0.004418013117926778
756029989,LGd,spontaneous,13,-0.0115950853144976
756029989,LGd,spontaneous,14,0.002138428638669976
756029989,LGd,spontaneous,15,-0.005121297310339057
756029989,LGd,spontaneous,16,-0.0016862784331240777
756029989,LGd,spontaneous,17,-0.0016264438893014432
756029989,LGd,spontaneous,18,-0.002759194468205939
756029989,LGd,spontaneous,19,-0.0036616588666845695
756029989,LGd,spontaneous,20,-0.0007559835927576364
756029989,LGd,spontaneous,21,-0.0003255229935980042
756029989,LGd,spontaneous,22,-0.0013219681459278876
756029989,LGd,spontaneous,23,0.003087203273952066
756029989,LGd,spontaneous,24,-0.00432727685489076
756029989,LGd,spontaneous,25,0.00013591303585003267
756029989,LGd,spontaneous,26,-0.0009421238101204876
756029989,LGd,spontaneous,27,-0.0013682246233557294
756029989,LGd,spontaneous,28,-0.001939044604696183
756029989,LGd,spontaneous,29,-0.0010790531763014144
756029989,LGd,spontaneous,30,0.0018561168545877527
756029989,LGd,spontaneous,31,-0.007243808047461164
756029989,LGd,spontaneous,32,-0.0039023755350523492
756029989,LGd,spontaneous,33,-0.002931827332958492
756029989,LGd,spontaneous,34,-0.0015232820830581861
756029989,LGd,spontaneous,35,-0.005984278244228092
756029989,LGd,spontaneous,36,-0.0035335796985928036
756029989,LGd,spontaneous,37,-0.0021878267981151334
756029989,LGd,spontaneous,38,0.0003747465163482788
756029989,LGd,spontaneous,39,-0.004936963736991928
756029989,LGd,spontaneous,40,-0.003627984146404306
756029989,LGd,spontaneous,41,-0.0025879457610996637
756029989,LGd,spontaneous,42,-0.0019829511543472123
756029989,LGd,spontaneous,43,-0.007779338011911996
756029989,LGd,spontaneous,44,-0.0006537495592104925
756029989,LGd,spontaneous,45,0.00024567987983237227
756029989,LGd,spontaneous,46,-0.0014724357865576465
756029989,LGd,spontaneous,47,0.0026007360591291384
756029989,LGd,spontaneous,48,0.0031133329757314643
756029989,LGd,spontaneous,49,0.0038118734508705288
756029989,LGd,spontaneous,50,-0.000112736273141123
756029989,LGd,spontaneous,51,-0.002398073033153536
756029989,LGd,spontaneous,52,-0.004055756635095054
756029989,LGd,spontaneous,53,0.00401757634717359
756029989,LGd,spontaneous,54,-0.003909389763978699
756029989,LGd,spontaneous,55,-0.004516472336698274
756029989,LGd,spontaneous,56,-0.002398452512416438
756029989,LGd,spontaneous,57,-0.002992739563729585
756029989,LGd,spontaneous,58,0.005395101073985886
756029989,LGd,spontaneous,59,-0.0009542521011084437
756029989,LGd,spontaneous,60,0.0013180037750301077
756029989,LGd,spontaneous,61,0.0014689321882558337
756029989,LGd,spontaneous,62,-0.0041423810749331436
756029989,LGd,spontaneous,63,-0.005013724067509551
756029989,LGd,spontaneous,64,0.0008119726094303337
756029989,LGd,spontaneous,65,-0.0046885353190956325
756029989,LGd,spontaneous,66,-0.002414917858068133
756029989,LGd,spontaneous,67,0.004031413132033146
756029989,LGd,spontaneous,68,-0.0014947930784218189
756029989,LGd,spontaneous,69,0.0010799740161427929
756029989,LGd,spontaneous,70,-0.0033683491787884767
756029989,LGd,spontaneous,71,-0.0014908551600261166
756029989,LGd,spontaneous,72,0.0016585827638541106
756029989,LGd,spontaneous,73,-0.004944605920486178
756029989,LGd,spontaneous,74,-0.0025841685972803896
756029989,LGd,spontaneous,75,0.0012527759051098597
756029989,LGd,spontaneous,76,-0.0053317572639947075
756029989,LGd,spontaneous,77,0.00043029442514275207
756029989,LGd,spontaneous,78,0.0018289278094431038
756029989,LGd,spontaneous,79,0.003008215623068522
756029989,LGd,spontaneous,80,-0.004908065629199099
756029989,LGd,spontaneous,81,-0.00529831565940575
756029989,LGd,spontaneous,82,-0.0008243620100266691
756029989,LGd,spontaneous,83,-0.0033661106773402727
756029989,LGd,spontaneous,84,0.0013623945395143666
756029989,LGd,spontaneous,85,-0.003429610890137158
756029989,LGd,spontaneous,86,0.0010306769971887286
756029989,LGd,spontaneous,87,-0.002686749393865706
756029989,LGd,spontaneous,88,0.00011375395035473357
756029989,LGd,spontaneous,89,-0.004614354195108805
756029989,LGd,spontaneous,90,-0.0036749844270561605
756029989,LGd,spontaneous,91,-0.0030765313987665133
756029989,LGd,spontaneous,92,-0.0025658444810422454
756029989,LGd,spontaneous,93,1.316651434069005e-05
756029989,LGd,spontaneous,94,-0.006317139501568536
756029989,LGd,spontaneous,95,-0.002744094570046429
756029989,LGd,spontaneous,96,0.001544697485450608
756029989,LGd,spontaneous,97,0.0005574830872808745
756029989,LGd,spontaneous,98,-0.007528081085776184
756029989,LGd,spontaneous,99,-0.003651451608837175
756029989,VISl,spontaneous,0,0.00015278439853261272
756029989,VISl,spontaneous,1,-0.0022992640147522225
756029989,VISl,spontaneous,2,-0.005588458633241644
756029989,VISl,spontaneous,3,-0.0003349033782892308
756029989,VISl,spontaneous,4,-0.002643300726656861
756029989,VISl,spontaneous,5,-0.006196101460190007
756029989,VISl,spontaneous,6,-0.0031670446827349874
756029989,VISl,spontaneous,7,0.0009079321575504729
756029989,VISl,spontaneous,8,-0.005426819146121309
756029989,VISl,spontaneous,9,-0.006618328722018618
756029989,VISl,spontaneous,10,-0.004249468323473615
756029989,VISl,spontaneous,11,-0.0011715646609751218
756029989,VISl,spontaneous,12,-0.0014568576711865289
756029989,VISl,spontaneous,13,-0.0006098969453645076
756029989,VISl,spontaneous,14,-0.004100558735443571
756029989,VISl,spontaneous,15,-0.00507480256380155
756029989,VISl,spontaneous,16,-0.0026605690351192424
756029989,VISl,spontaneous,17,-0.005151654358870883
756029989,VISl,spontaneous,18,-0.00418573148706658
756029989,VISl,spontaneous,19,-0.0038740906306935496
756029989,VISl,spontaneous,20,-0.002385686853183744
756029989,VISl,spontaneous,21,-0.0038258444333298947
756029989,VISl,spontaneous,22,-0.003822383913164251
756029989,VISl,spontaneous,23,-0.006638934851688871
756029989,VISl,spontaneous,24,-0.003831764437963292
756029989,VISl,spontaneous,25,-0.005896367298282024
756029989,VISl,spontaneous,26,-0.0014865145114786316
756029989,VISl,spontaneous,27,-0.0038760044419884343
756029989,VISl,spontaneous,28,-0.0022629139042275037
756029989,VISl,spontaneous,29,-0.0010035847869359626
756029989,VISl,spontaneous,30,-0.004411973344052633
756029989,VISl,spontaneous,31,-0.003984040036138503
756029989,VISl,spontaneous,32,-0.002282914790870394
756029989,VISl,spontaneous,33,-0.003910423580714917
756029989,VISl,spontaneous,34,-0.0010054492977461527
756029989,VISl,spontaneous,35,-0.0028640173944364244
756029989,VISl,spontaneous,36,-0.001280236562787862
756029989,VISl,spontaneous,37,-0.0015974262891620405
756029989,VISl,spontaneous,38,-0.004876204766800174
756029989,VISl,spontaneous,39,-0.0012763428755848683
756029989,VISl,spontaneous,40,-0.0018550442799543099
756029989,VISl,spontaneous,41,-0.0014765054982213144
756029989,VISl,spontaneous,42,-0.0025577590748376844
756029989,VISl,spontaneous,43,-0.0033068970475896853
756029989,VISl,spontaneous,44,-0.0028117142816421747
756029989,VISl,spontaneous,45,-0.0004772052227242085
756029989,VISl,spontaneous,46,-0.0007151695384333134
756029989,VISl,spontaneous,47,-0.002907076479583104
756029989,VISl,spontaneous,48,0.0011986123057616815
756029989,VISl,spontaneous,49,-0.0011670921159581127
756029989,VISl,spontaneous,50,-0.0047864222610782825
756029989,VISl,spontaneous,51,0.0003860145276204374
756029989,VISl,spontaneous,52,-0.002109180233889729
756029989,VISl,spontaneous,53,-0.0031538087435443174
756029989,VISl,spontaneous,54,-0.0033175687471429516
756029989,VISl,spontaneous,55,-0.0035402623726303872
756029989,VISl,spontaneous,56,-0.003170501895852218
756029989,VISl,spontaneous,57,-0.002133714239079487
756029989,VISl,spontaneous,58,-0.0031380119663166894
756029989,VISl,spontaneous,59,-0.0021879956645745047
756029989,VISl,spontaneous,60,-0.0045992337881720635
756029989,VISl,spontaneous,61,-0.001938032582143867
756029989,VISl,spontaneous,62,-0.004795993504661533
756029989,VISl,spontaneous,63,-0.0028224803278631416
756029989,VISl,spontaneous,64,-0.004417934275441682
756029989,VISl,spontaneous,65,-0.004686815275468326
756029989,VISl,spontaneous,66,-0.00431332317442823
756029989,VISl,spontaneous,67,-0.002591440476734541
