target,n_groups,median_observed_minus_shuffle,mean_observed_minus_shuffle,median_residual_gain,mean_residual_gain,median_target_var,median_lag1_autocorr,raw_controlled_rank,variance_residual_rank
active_unit_fraction,12,0.0638135158922988,0.06404944289769506,0.0017112383098424125,0.006408891472668372,0.0161170679210965,0.5652303743998437,1,3
population_rate_entropy,12,0.06251070846864885,0.0640613388172988,0.007370240205221756,0.007592021818962821,0.13318191507544347,0.5375957009069858,2,2
population_mean_rate_hz,12,0.0362097373723612,0.03700028369463951,-0.009043226550253603,-0.008488495331578635,4.933932402901232,0.6414314295886674,3,5
population_std_rate_hz,12,0.0334410328468355,0.027528415393135584,-0.009630438587957374,-0.009745950143960123,11.929960495040271,0.4735842714753256,4,6
population_l2_rate_norm,12,0.033028017405827045,0.02964960413484674,0.011099128086400198,0.01048067507829418,350.00462179174883,0.5414544314327667,5,1
population_state_speed,12,0.0122045562944684,0.005847657893314116,-0.002276159812094741,-0.006247142894386569,148.09901948212553,0.25359508214213294,6,4
