session_id,n_hrsm_rows,max_abs_offdiag_corr_orthogonalized,best_phi_region,best_phi_value,best_phi_domain,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,top_target,top_target_median_observed_minus_shuffle,top_target_fraction_above_shuffle
715093703,8464,3.994795344112528e-15,LGd,0.4084742683919148,high_high_high_high,0.0359017180013925,0.0409042155670696,1.0,0.0395952577665831,0.0441281172046545,1.0,0.0099009900990099,active_unit_fraction,0.0791123773488684,1.0
719161530,8464,4.175386477242158e-15,LGd,0.7025936003771769,high_high_mid_high,0.0375428265175987,0.0328700793512096,1.0,0.0413676906461462,0.036221683331903,1.0,0.0099009900990099,active_unit_fraction,0.0661692371921058,1.0
