session_id_synthesis,region,stimulus_family,Phi_neural,H,R,S,M,hrsm_domain,mean_rate_raw_gain,mean_rate_controlled_gain,active_controlled_gain,entropy_controlled_gain,organizational_memory_gain,phi_rank,stability_rank,controlled_mean_rate_rank,active_memory_rank,entropy_memory_rank,organizational_memory_rank,ripeness_score_raw,ripeness_penalty,ripeness_score,ripeness_class,ripeness_mode
715093703,VISl,spontaneous,-0.1109863710262901,-0.872608417213339,0.4583949660394217,0.2122666085469111,-0.0994054053589387,low_mid_high_high,0.0762302269086685,0.0789612825761583,0.0953627827711413,0.1076960146027443,0.1015293986869428,0.25,0.8333333333333334,1.0,0.9166666666666666,1.0,0.9166666666666666,0.7770833333333332,0.0,0.7770833333333332,high,memory_carrier_low_phi
715093703,CA1,spontaneous,-0.1922645981548925,-0.186355497114396,-0.2344821563735691,-0.0055534392753253,-0.1785624179063099,mid_low_mid_low,0.047326946689318,0.0520583862325861,0.121145247906465,0.1005709422347665,0.11085809507061575,0.08333333333333333,0.25,0.8333333333333334,1.0,0.9166666666666666,1.0,0.64375,0.0,0.64375,moderate,memory_carrier_low_phi
750749662,CA1,spontaneous,0.4178042567701245,1.2195711580229995,0.386064143394811,0.0697825842028587,0.2452115469105326,high_mid_low_high,0.0499022531328194,0.0526990315440471,0.0538773816853451,0.0522434258132263,0.0530604037492857,0.9166666666666666,0.3333333333333333,0.9166666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.6333333333333333,0.0,0.6333333333333333,moderate,structural_state_low_org_memory
719161530,VISp,spontaneous,0.1318015165498064,-0.2563635349550572,0.5909024333176348,0.2682219630459801,0.0251795156728222,mid_high_high_high,0.0426216550723957,0.0456026381718394,0.0647650598580022,0.0590884078014188,0.0619267338297105,0.5833333333333334,1.0,0.6666666666666666,0.5833333333333334,0.5,0.5833333333333334,0.6229166666666667,0.0,0.6229166666666667,moderate,mixed
750749662,VISl,spontaneous,-0.0675699981900686,-0.5478326215347002,0.4412393872819362,0.0967889612084081,-0.1540222457590296,low_high_mid_mid,0.0269162411662434,0.0309567366652331,0.0752560199898695,0.0922152059101105,0.08373561294998999,0.3333333333333333,0.5,0.4166666666666667,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5916666666666667,0.0,0.5916666666666667,moderate,memory_carrier_low_phi
719161530,LGd,spontaneous,0.7025936003771769,2.310243499251818,0.3922649845718073,0.0766564498981478,0.3033137816325365,high_high_mid_high,0.0443978073560237,0.04650339625009,0.0440861888074901,0.0342200165573705,0.0391531026824303,1.0,0.4166666666666667,0.75,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5541666666666667,0.0,0.5541666666666667,moderate,structural_state_low_org_memory
719161530,VISl,spontaneous,-0.0322409799000946,-0.3429992899098388,0.2866206270200028,0.1653082892690971,-0.0937902312575512,low_mid_high_mid,0.0119968570136173,0.0156479557852294,0.0726195957588933,0.0659330091358789,0.06927630244738611,0.5,0.75,0.16666666666666666,0.75,0.5833333333333334,0.6666666666666666,0.5333333333333333,0.0,0.5333333333333333,transitional,mixed
750749662,LGd,spontaneous,0.2372835311820766,0.7185275058865488,0.3868188412427005,0.0970463463980385,0.1155378917274009,high_high_high_high,0.033862941166856,0.0356064049498852,0.0424325882029376,0.0383734599011026,0.0404030240520201,0.75,0.5833333333333334,0.5,0.25,0.3333333333333333,0.25,0.47708333333333336,0.0,0.47708333333333336,transitional,structural_state_low_org_memory
719161530,CA1,spontaneous,-0.113984210997188,0.064534530005646,0.0083210484433869,-0.1556503927930502,-0.2382731566299424,high_low_low_low,0.0324639979628017,0.0371327431204531,0.0675734145262095,0.0742925205722976,0.07093296754925354,0.16666666666666666,0.08333333333333333,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.75,0.4666666666666667,0.0,0.4666666666666667,transitional,memory_carrier_low_phi
715093703,LGd,spontaneous,0.4084742683919148,0.8017982460051836,0.5011302979247261,0.2450117079245697,0.3202837561625394,high_high_high_high,0.0155831993568249,0.0183606707092936,0.026582610116389,0.0344485700581348,0.0305155900872619,0.8333333333333334,0.9166666666666666,0.25,0.08333333333333333,0.25,0.08333333333333333,0.42500000000000004,0.0,0.42500000000000004,transitional,structural_state_low_org_memory
715093703,VISp,spontaneous,0.1760426412522874,0.5492410364127789,0.5358895655081629,-0.1235158579534533,-0.136785310268164,high_high_low_mid,0.0244764893134671,0.0271321293005801,0.0628619719265954,0.0330543090439079,0.047958140485251655,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.08333333333333333,0.3333333333333333,0.38125,0.0,0.38125,transitional,structural_state_low_org_memory
750749662,VISp,spontaneous,-0.0453212654174055,-0.3379355255996193,0.3017248408738461,0.1453665741155934,-0.1767395286932376,mid_low_high_low,-0.0013457653057247,0.0034160858064314,0.0420304532230027,0.0766001841766269,0.059315318699814795,0.4166666666666667,0.6666666666666666,0.08333333333333333,0.16666666666666666,0.75,0.5,0.39375000000000004,0.05,0.34375000000000006,low,mixed
