session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles
751348571,CA1,spontaneous,2071,15,ok,0.23564943380138925,0.3591665156439816,0.12351708184259236,-0.003913123183319815,0.0022044797950524298,0.12743020502591218,0.009900990099009901,0.05,100
751348571,LGd,spontaneous,2071,15,ok,0.5899875882651628,0.6067840420061625,0.016796453740999695,-0.0023202316863397366,0.0013146869187740113,0.019116685427339433,0.009900990099009901,0.06,100
751348571,VISl,spontaneous,2071,15,ok,0.38398565034276244,0.4199186444558439,0.035932994113081484,-0.0034485072027463735,0.0016066664407799992,0.039381501315827856,0.009900990099009901,0.01,100
751348571,VISp,spontaneous,2071,15,ok,0.4134198945707187,0.4410771417044874,0.027657247133768714,-0.00259681180353348,0.001711777761790367,0.030254058937302195,0.009900990099009901,0.05,100
