target,n_ok_groups,median_baseline_r2,median_memory_r2,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,min_empirical_p,rank_by_controlled_memory
active_unit_fraction,4,0.43822231969462927,0.48739025535046115,0.06873734615929816,0.062423355096191624,1.0,-0.0030447368910598302,-0.0034709711413277063,0.07171468954254538,0.06589432623751933,1.0,0.009900990099009901,0.009900990099009901,1
population_rate_entropy,4,0.3769954296435567,0.4176858559358524,0.05926396409892809,0.059330484070429734,1.0,-0.0033616233873778392,-0.0035553840771837307,0.06262558748630594,0.06288586814761346,1.0,0.009900990099009901,0.009900990099009901,2
population_mean_rate_hz,4,0.3987027724567406,0.43049789308016567,0.0317951206234251,0.05097594420761056,1.0,-0.002965660256613158,-0.003020115478185119,0.034760780880038256,0.05399605968579568,1.0,0.009900990099009901,0.009900990099009901,3
population_std_rate_hz,4,0.21654815101582592,0.2411966634625422,0.024648512446716286,0.05152090916617427,1.0,-0.003933926723286487,-0.004060999612416362,0.028582439170002773,0.055581908778590636,1.0,0.009900990099009901,0.009900990099009901,4
population_l2_rate_norm,4,0.2846097656991842,0.36644691610290386,0.018675795348404967,0.0475468073247306,1.0,-0.0035509756071873478,-0.0036448404873166205,0.02192753366831816,0.051191647812047214,1.0,0.009900990099009901,0.009900990099009901,5
population_state_speed,4,0.09959634620430435,0.09754374686120082,-0.0005551760754777813,0.002684419943436489,0.5,-0.0048779557023430654,-0.004757580647302985,0.0038004014050348894,0.007442000590739474,1.0,0.099009900990099,0.009900990099009901,6
