n_ok_groups,median_baseline_r2,median_memory_r2,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain
4,0.3987027724567406,0.43049789308016567,0.0317951206234251,0.05097594420761056,1.0
