session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles
715093703,CA1,drifting_gratings,120,20,ok,0.059487565854851154,0.04724344295836458,-0.012244122896486576,-0.08381577286614121,0.04947330175467697,0.07157164996965464,0.06930693069306931,0.03,100
715093703,CA1,spontaneous,488,15,ok,0.06901652841200989,-0.012560200910161301,-0.0815767293221712,-0.020583727907624333,0.010833329457485007,-0.06099300141454686,1.0,0.03,100
715093703,LGd,drifting_gratings,120,20,ok,0.29594627772440385,0.2643640485501799,-0.03158222917422393,-0.05814491240012672,0.03329283110988717,0.026562683225902793,0.2079207920792079,0.06,100
715093703,LGd,spontaneous,488,15,ok,0.4154712935802418,0.43436134829328443,0.018890054713042614,-0.013657094753440102,0.007074330754773873,0.03254714946648272,0.009900990099009901,0.02,100
715093703,VISl,drifting_gratings,120,20,ok,0.48697016975668506,0.49156436806792836,0.004594198311243303,-0.04928100524261094,0.02384343028420758,0.053875203553854244,0.039603960396039604,0.03,100
715093703,VISl,spontaneous,488,15,ok,0.3163569868005519,0.3717196242111732,0.05536263741062131,-0.014333741830903414,0.008792268599532636,0.06969637924152472,0.009900990099009901,0.06,100
715093703,VISp,drifting_gratings,120,20,ok,0.4124832693990562,0.4087690626916217,-0.0037142067074344975,-0.053111089721129066,0.03141601453174299,0.04939688301369457,0.04950495049504951,0.04,100
715093703,VISp,spontaneous,488,15,ok,0.21256410811489312,0.3771996710720159,0.16463556295712278,-0.005531011376205598,0.028777822665562423,0.17016657433332838,0.009900990099009901,0.4,100
