n_ok_groups,median_baseline_r2,median_memory_r2,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain
8,0.30615163226247827,0.3744596476415773,0.00043999580190429155,0.014295645661469611,0.5
