session_id,ecephys_session_id,stimulus_presentation_id,trial_id,stimulus_name,stimulus_family,region,bin_index,bin_start_time,bin_end_time,bin_size_sec,n_units,population_total_spikes,population_mean_rate_hz,population_median_rate_hz,population_std_rate_hz,population_max_rate_hz,active_unit_fraction,population_l2_rate_norm,population_rate_entropy,delta_population_mean_rate_hz,delta_population_std_rate_hz,delta_active_unit_fraction,delta_population_l2_rate_norm,delta_population_rate_entropy,population_state_speed,lag_population_mean_rate_hz,lag_active_unit_fraction,lag_population_l2_rate_norm,lag_population_rate_entropy,has_lag_history,H_raw,R_raw,S_raw,M_raw,Phi_neural_raw,H_ortho,H,R_ortho,R,S_ortho,S,M_ortho,M,Phi_neural,H_domain,R_domain,S_domain,M_domain,hrsm_domain
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,0,1574.7748229367066,1575.0248229367066,0.25,10,40.0,16.0,8.0,23.186202793903103,80.0,0.6,89.08422980528034,1.437493997194099,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.5,36.66060555964672,1.3403143999227565,0,1.5999121302958268,0.9125906583178159,-0.09385303614296545,0.0,0.6046624381176694,1.5999121302958268,1.5999121302958268,1.4150856228109956,1.4150856228109956,-0.6188583908229324,-0.6188583908229324,-0.7826298723858511,-0.7826298723858511,0.40337737247450967,high,high,low,low,high_high_low_low
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,1,1575.0248229367066,1575.2748229367066,0.25,10,38.0,15.2,6.0,20.6920274502041,68.0,0.5,81.19113252073775,1.4205234427207554,-0.8000000000000007,-2.494175343699002,-0.0999999999999999,-7.893097284542591,-0.0169705544733436,8.316981627254494,16.0,0.6,89.08422980528034,1.437493997194099,1,1.1964238543147911,-0.06570300981520558,-0.14570111927475307,1.2489365878283598,0.5584890782632981,1.1964238543147911,1.1964238543147911,0.462600264493086,0.462600264493086,-0.21780865522498533,-0.21780865522498533,0.528444554407034,0.528444554407034,0.49241500449748143,high,mid,low,high,high_mid_low_high
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,2,1575.2748229367066,1575.5248229367066,0.25,10,38.0,15.2,10.0,20.5367962447895,68.0,0.6,80.79603950689662,1.4938284338687606,0.0,-0.1552312054146014,0.0999999999999999,-0.3950930138411337,0.0733049911480052,0.4422316569941025,15.2,0.5,81.19113252073775,1.4205234427207554,1,1.3614959867242584,0.8605726968415538,-0.0503998438346686,0.9436924395272056,0.7788403198145873,1.3614959867242584,1.3614959867242584,1.3783174667553708,1.3783174667553708,-0.5019541575520261,-0.5019541575520261,0.31324535777931684,0.31324535777931684,0.63777616342673,high,high,low,mid,high_high_low_mid
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,3,1575.5248229367066,1575.7748229367066,0.25,10,46.0,18.4,4.0,28.85550207499429,96.0,0.5,108.22199406774946,1.2855724512878135,3.1999999999999997,8.318705830204795,-0.0999999999999999,27.425954560852844,-0.2082559825809469,28.838814483569344,15.2,0.6,80.79603950689662,1.4938284338687606,1,1.8842990028422013,-2.479605076885708,-1.0881413605570374,1.1592073732119856,-0.13106001534713957,1.8842990028422013,1.8842990028422013,-1.995300342322214,-1.995300342322214,-0.42581256740069007,-0.42581256740069007,-0.5784248305447872,-0.5784248305447872,-0.2788096843563725,high,low,low,low,high_low_low_low
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,4,1575.7748229367066,1576.0248229367066,0.25,10,35.0,14.0,4.0,19.616319736382767,60.0,0.5,76.2102355330306,1.373178783324604,-4.399999999999999,-9.239182338611528,0.0,-32.011758534718865,0.0876063320367903,33.6077795999776,18.4,0.5,108.22199406774946,1.2855724512878135,1,1.0111468252928666,-3.040559589715329,-0.7245318923730626,1.3014247572147084,-0.3631299748952042,1.0111468252928666,1.0111468252928666,-2.500405445750428,-2.500405445750428,0.34352814010019883,0.34352814010019883,0.04841442196185519,0.04841442196185519,-0.2743290145988768,high,low,high,mid,high_low_high_mid
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,5,1576.0248229367066,1576.2748229367066,0.25,10,32.0,12.8,8.0,16.277591959500647,56.0,0.7,65.4828221749796,1.5959168213475337,-1.1999999999999993,-3.33872777688212,0.1999999999999999,-10.727413358050995,0.2227380380229295,11.30283649161561,14.0,0.5,76.2102355330306,1.373178783324604,1,1.153632095186492,-0.4169173131144329,-0.17969135357257326,0.795343687077113,0.3380917788941497,1.153632095186492,1.153632095186492,0.11412304933955908,0.11412304933955908,-0.11242983217617517,-0.11242983217617517,0.027336955182876932,0.027336955182876932,0.29566556688318824,high,mid,mid,mid,high_mid_mid_mid
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,6,1576.2748229367066,1576.5248229367066,0.25,10,45.0,18.0,4.0,28.35489375751565,96.0,0.5,106.20734437881404,1.2934877119825845,5.199999999999999,12.077301798015004,-0.1999999999999999,40.724522203834425,-0.3024291093649494,42.79625440172458,12.8,0.7,65.4828221749796,1.5959168213475337,1,1.8474595380803402,-4.121363554568652,-1.4578205052187934,1.1120775818650643,-0.6549117349605103,1.8474595380803402,1.8474595380803402,-3.634702458304969,-3.634702458304969,-0.18114229165311624,-0.18114229165311624,-0.9655405879777557,-0.9655405879777557,-0.7334814499638751,high,low,low,low,high_low_low_low
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,7,1576.5248229367066,1576.7748229367066,0.25,10,37.0,14.8,8.0,19.681463360228072,64.0,0.6,77.87168933572714,1.495997482852952,-3.1999999999999997,-8.673430397287579,0.0999999999999999,-28.335655043086888,0.2025097708703676,29.806521967259204,18.0,0.5,106.20734437881404,1.2934877119825845,1,1.2743263457391103,-2.5934326824194778,-0.6207537932144096,1.2647606279171635,-0.1687748754944034,1.2743263457391103,1.2743263457391103,-2.070112283088556,-2.070112283088556,0.2223871450981567,0.2223871450981567,-0.06745481838030276,-0.06745481838030276,-0.16021340265789796,high,low,mid,mid,high_low_mid_mid
715093703,715093703,0,0,drifting_gratings,drifting_gratings,CA1,8,1576.7748229367066,1577.0248229367066,0.25,10,1.0,0.4,0.0,1.2000000000000002,4.0,0.1,4.0,-0.0,-14.4,-18.481463360228076,-0.5,-73.87168933572714,-1.495997482852952,77.51412117619819,14.8,0.6,77.87168933572714,1.495997482852952,1,-1.5394205959217897,-8.205088968275648,-3.952653233916198,1.1090172306716213,-3.1470363918605035,-1.5394205959217897,-1.5394205959217897,-7.501792948500376,-7.501792948500376,-0.39800591593841084,-0.39800591593841084,0.3706385798390701,0.3706385798390701,-2.2671452201303763,low,low,low,high,low_low_low_high
715093703,715093703,1,1,drifting_gratings,drifting_gratings,CA1,0,1577.7773474972146,1578.0273474972146,0.25,10,33.0,13.2,2.0,22.56014184352572,76.0,0.5,82.6559132790873,1.189586914714326,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.5,36.66060555964672,1.3403143999227565,0,1.2002184583016144,0.9125906583178159,-0.21987714272155853,0.0,0.473232993474468,1.2002184583016144,1.2002184583016144,1.4406512184726927,1.4406512184726927,-0.6539325015429506,-0.6539325015429506,-0.5154329297403564,-0.5154329297403564,0.3678760613727501,high,high,low,low,high_high_low_low
