target,n_ok_groups,median_baseline_r2,median_memory_r2,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,min_empirical_p,rank_by_controlled_memory
active_unit_fraction,4,0.36672004836032307,0.44686796600851736,0.08014791764819429,0.07102148216196316,1.0,-0.006958223106384424,-0.006806284891715921,0.0871061407545787,0.07782776705367908,1.0,0.0196078431372549,0.0196078431372549,1
population_rate_entropy,4,0.2995550280785068,0.37665819849045273,0.07224233767140048,0.06738487973651144,1.0,-0.006995133589564445,-0.007069567791165458,0.07972103208880342,0.07445444752767691,1.0,0.0196078431372549,0.0196078431372549,2
population_mean_rate_hz,4,0.36946283698368293,0.40582818180188707,0.044260372726976804,0.04031285877259047,1.0,-0.00689778210561761,-0.00674883687336841,0.050860264368096014,0.047061695645958884,1.0,0.0196078431372549,0.0196078431372549,3
population_state_speed,4,0.11080177291839832,0.12072011616905581,0.002682099602827226,0.006641876209051878,0.5,-0.009842894809100394,-0.010090546870087095,0.012323048627163383,0.01673242307913897,1.0,0.049019607843137254,0.0196078431372549,4
