target,session_id,region,stimulus_family,shuffle_id,shuffle_memory_gain_r2
active_unit_fraction,719161530,CA1,spontaneous,0,-0.011562811902521952
active_unit_fraction,719161530,CA1,spontaneous,1,-0.004300157112383407
active_unit_fraction,719161530,CA1,spontaneous,2,-0.009462882669476036
active_unit_fraction,719161530,CA1,spontaneous,3,-0.009009340706589763
active_unit_fraction,719161530,CA1,spontaneous,4,-0.010853707247715394
active_unit_fraction,719161530,CA1,spontaneous,5,-0.01366940443402953
active_unit_fraction,719161530,CA1,spontaneous,6,-0.008093298688920947
active_unit_fraction,719161530,CA1,spontaneous,7,-0.008331294342168616
active_unit_fraction,719161530,CA1,spontaneous,8,-0.009483878662878698
active_unit_fraction,719161530,CA1,spontaneous,9,-0.00835484001611797
active_unit_fraction,719161530,CA1,spontaneous,10,-0.01178551871093747
active_unit_fraction,719161530,CA1,spontaneous,11,-0.00960121795967872
active_unit_fraction,719161530,CA1,spontaneous,12,-0.012589116651490428
active_unit_fraction,719161530,CA1,spontaneous,13,-0.011007432850683396
active_unit_fraction,719161530,CA1,spontaneous,14,-0.010773202611066068
active_unit_fraction,719161530,CA1,spontaneous,15,-0.015762182455714258
active_unit_fraction,719161530,CA1,spontaneous,16,-0.014004567217259178
active_unit_fraction,719161530,CA1,spontaneous,17,-0.007018057512026887
active_unit_fraction,719161530,CA1,spontaneous,18,-0.010830493852949319
active_unit_fraction,719161530,CA1,spontaneous,19,-0.003976894959035082
active_unit_fraction,719161530,CA1,spontaneous,20,-0.010734317545849525
active_unit_fraction,719161530,CA1,spontaneous,21,-0.001361063657676076
active_unit_fraction,719161530,CA1,spontaneous,22,-0.008448562683478378
active_unit_fraction,719161530,CA1,spontaneous,23,-0.011427672765755181
active_unit_fraction,719161530,CA1,spontaneous,24,-0.007068672863630443
active_unit_fraction,719161530,CA1,spontaneous,25,-0.009188887732140216
active_unit_fraction,719161530,CA1,spontaneous,26,-0.012041166798148484
active_unit_fraction,719161530,CA1,spontaneous,27,-0.007713816155401565
active_unit_fraction,719161530,CA1,spontaneous,28,-0.006831698493608429
active_unit_fraction,719161530,CA1,spontaneous,29,-0.007894983043475579
active_unit_fraction,719161530,CA1,spontaneous,30,-0.011845689667392967
active_unit_fraction,719161530,CA1,spontaneous,31,-0.007490701886443074
active_unit_fraction,719161530,CA1,spontaneous,32,-0.005941099798642435
active_unit_fraction,719161530,CA1,spontaneous,33,-0.005010953928587747
