n_ok_groups,median_baseline_r2,median_memory_r2,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain
4,0.1562782940884183,0.17195939893106593,0.008842069664269703,0.011254502580895276,0.5
