target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles
population_mean_rate_hz,755434585,CA1,spontaneous,2072,15,ok,0.15974409949441704,0.2045178278415356,0.04477372834711857,-0.004723520789805402,0.0019622625848952045,0.04949724913692397,0.009900990099009901,0.01,100
population_mean_rate_hz,755434585,LGd,spontaneous,2072,15,ok,0.7695194902923185,0.8006151482826812,0.031095657990362735,-0.001235597549210915,0.000634978733649974,0.03233125553957365,0.009900990099009901,0.05,100
population_mean_rate_hz,755434585,VISl,spontaneous,2072,15,ok,0.1528124886824196,0.13940097002059626,-0.01341151866182333,-0.004422139728996537,0.0019488561399115959,-0.008989378932826792,1.0,0.01,100
population_mean_rate_hz,755434585,VISp,spontaneous,2072,15,ok,0.14678715768625705,0.12934730033418018,-0.01743985735207687,-0.004270580969656429,0.0024716056361793423,-0.013169276382420441,1.0,0.05,100
population_std_rate_hz,755434585,CA1,spontaneous,2072,15,ok,0.22407560998332432,0.2854251405952296,0.06134953061190529,-0.004272195100694704,0.001987584789987784,0.0656217257126,0.009900990099009901,0.01,100
population_std_rate_hz,755434585,LGd,spontaneous,2072,15,ok,0.6051312532237577,0.6335779288493684,0.02844667562561065,-0.0021235900780629344,0.0010458754332771253,0.030570265703673584,0.009900990099009901,0.04,100
population_std_rate_hz,755434585,VISl,spontaneous,2072,15,ok,0.13199412826297607,0.11719582154206354,-0.014798306720912535,-0.004425153474615894,0.001983217161190619,-0.010373153246296642,1.0,0.02,100
population_std_rate_hz,755434585,VISp,spontaneous,2072,15,ok,0.17593741073575164,0.16432214998084527,-0.011615260754906376,-0.0042461115945644674,0.002289720063610909,-0.007369149160341908,1.0,0.06,100
active_unit_fraction,755434585,CA1,spontaneous,2072,15,ok,0.06920537542258909,0.13830637880436525,0.06910100338177616,-0.0055814292547968596,0.0024633462443014267,0.07468243263657302,0.009900990099009901,0.02,100
active_unit_fraction,755434585,LGd,spontaneous,2072,15,ok,0.610310701364146,0.645406306423805,0.03509560505965903,-0.002110162147077179,0.0012093928782964574,0.03720576720673621,0.009900990099009901,0.08,100
active_unit_fraction,755434585,VISl,spontaneous,2072,15,ok,0.1285516441107819,0.12639102954720505,-0.002160614563576857,-0.0044321647373684325,0.0024365881363461474,0.0022715501737915755,0.16831683168316833,0.06,100
active_unit_fraction,755434585,VISp,spontaneous,2072,15,ok,0.06966848928066627,0.06908786804301148,-0.0005806212376547881,-0.005173038513694103,0.0025848714775950554,0.004592417276039315,0.039603960396039604,0.03,100
population_l2_rate_norm,755434585,CA1,spontaneous,2072,15,ok,0.20978050608930632,0.2639307914853265,0.05415028539602018,-0.004204864381637847,0.002199736660768012,0.05835514977765803,0.009900990099009901,0.03,100
population_l2_rate_norm,755434585,LGd,spontaneous,2072,15,ok,0.7225484952220036,0.7517999484692333,0.029251453247229664,-0.0014360340648535376,0.00083503430563991,0.030687487312083202,0.009900990099009901,0.06,100
population_l2_rate_norm,755434585,VISl,spontaneous,2072,15,ok,0.1372002154447275,0.12198343457243033,-0.015216780872297164,-0.004648231694053764,0.0024942284412919507,-0.0105685491782434,1.0,0.02,100
population_l2_rate_norm,755434585,VISp,spontaneous,2072,15,ok,0.16993031936821623,0.15597171396312093,-0.013958605405095303,-0.004089393621296625,0.0024772445763258945,-0.009869211783798678,1.0,0.06,100
population_rate_entropy,755434585,CA1,spontaneous,2072,15,ok,0.0647546149730569,0.14583727534433544,0.08108266037127854,-0.005106562343727291,0.0023333270921073483,0.08618922271500583,0.009900990099009901,0.02,100
population_rate_entropy,755434585,LGd,spontaneous,2072,15,ok,0.4482859175188516,0.48965623288395876,0.04137031536510716,-0.002832298511924296,0.0016232970709427741,0.044202613877031456,0.009900990099009901,0.05,100
population_rate_entropy,755434585,VISl,spontaneous,2072,15,ok,0.10311879983821415,0.11154866119799323,0.008429861359779078,-0.004989536125499135,0.0020432059456227084,0.013419397485278213,0.009900990099009901,0.0,100
population_rate_entropy,755434585,VISp,spontaneous,2072,15,ok,0.06188698311782659,0.07307679854723592,0.011189815429409333,-0.004388453602964319,0.002532592384741862,0.015578269032373651,0.009900990099009901,0.05,100
population_state_speed,755434585,CA1,spontaneous,2072,15,ok,0.09084432969625356,0.08859201635231018,-0.0022523133439433796,-0.0049467635296947384,0.002346091341425716,0.002694450185751359,0.1188118811881188,0.04,100
population_state_speed,755434585,LGd,spontaneous,2072,15,ok,0.09775157723248873,0.10184065018820088,0.0040890729557121475,-0.004823787987105595,0.0027550515209593743,0.008912860942817742,0.009900990099009901,0.05,100
population_state_speed,755434585,VISl,spontaneous,2072,15,ok,0.2701935453951496,0.29196366465813983,0.021770119262990217,-0.003893598650480915,0.0018334022503713435,0.02566371791347113,0.009900990099009901,0.01,100
population_state_speed,755434585,VISp,spontaneous,2072,15,ok,0.27709088108867774,0.29008591599311784,0.012995034904440095,-0.0036733955929716955,0.0022002027373956698,0.01666843049741179,0.009900990099009901,0.07,100
