target,session_id,region,stimulus_family,shuffle_id,shuffle_memory_gain_r2
population_mean_rate_hz,755434585,CA1,spontaneous,0,-0.0001842997227387011
population_mean_rate_hz,755434585,CA1,spontaneous,1,-0.005408509526354854
population_mean_rate_hz,755434585,CA1,spontaneous,2,-0.003502029956627184
population_mean_rate_hz,755434585,CA1,spontaneous,3,-0.003684835437883782
population_mean_rate_hz,755434585,CA1,spontaneous,4,-0.005793211396575626
population_mean_rate_hz,755434585,CA1,spontaneous,5,-0.0011643393406398639
population_mean_rate_hz,755434585,CA1,spontaneous,6,-0.0012164276614965441
population_mean_rate_hz,755434585,CA1,spontaneous,7,-0.004646817445830398
population_mean_rate_hz,755434585,CA1,spontaneous,8,-0.005306337260901239
population_mean_rate_hz,755434585,CA1,spontaneous,9,-0.002710518869829426
population_mean_rate_hz,755434585,CA1,spontaneous,10,-0.0012248921888606823
population_mean_rate_hz,755434585,CA1,spontaneous,11,-0.005775061336449117
population_mean_rate_hz,755434585,CA1,spontaneous,12,-0.005701223474850692
population_mean_rate_hz,755434585,CA1,spontaneous,13,-0.006122590030112174
population_mean_rate_hz,755434585,CA1,spontaneous,14,-0.006441165299373441
population_mean_rate_hz,755434585,CA1,spontaneous,15,-0.006057887073359969
population_mean_rate_hz,755434585,CA1,spontaneous,16,-0.0021432580959116487
population_mean_rate_hz,755434585,CA1,spontaneous,17,-0.003251031295408491
population_mean_rate_hz,755434585,CA1,spontaneous,18,-0.003985964835655054
population_mean_rate_hz,755434585,CA1,spontaneous,19,-0.006511220935366602
population_mean_rate_hz,755434585,CA1,spontaneous,20,-0.006910616395708558
population_mean_rate_hz,755434585,CA1,spontaneous,21,-0.005128321462965046
population_mean_rate_hz,755434585,CA1,spontaneous,22,-0.00655692982499867
population_mean_rate_hz,755434585,CA1,spontaneous,23,-0.003630667072196725
population_mean_rate_hz,755434585,CA1,spontaneous,24,-0.005632944243426863
population_mean_rate_hz,755434585,CA1,spontaneous,25,-0.002871238348407301
population_mean_rate_hz,755434585,CA1,spontaneous,26,-0.0050357476381691635
population_mean_rate_hz,755434585,CA1,spontaneous,27,-0.005989225411031196
population_mean_rate_hz,755434585,CA1,spontaneous,28,-0.0020727112786914637
population_mean_rate_hz,755434585,CA1,spontaneous,29,-0.005927538737230509
population_mean_rate_hz,755434585,CA1,spontaneous,30,-0.006076889750519898
population_mean_rate_hz,755434585,CA1,spontaneous,31,-0.006450392752697209
population_mean_rate_hz,755434585,CA1,spontaneous,32,-0.0065332395154477085
population_mean_rate_hz,755434585,CA1,spontaneous,33,-0.00464377801034821
population_mean_rate_hz,755434585,CA1,spontaneous,34,-0.005140830771490634
population_mean_rate_hz,755434585,CA1,spontaneous,35,-0.00617988500300326
population_mean_rate_hz,755434585,CA1,spontaneous,36,-0.004981220267533448
population_mean_rate_hz,755434585,CA1,spontaneous,37,-0.0068251157894421155
population_mean_rate_hz,755434585,CA1,spontaneous,38,-0.0073074211156261
population_mean_rate_hz,755434585,CA1,spontaneous,39,-0.006999506365050312
population_mean_rate_hz,755434585,CA1,spontaneous,40,-0.0029856764892841614
population_mean_rate_hz,755434585,CA1,spontaneous,41,-0.004596505477143076
population_mean_rate_hz,755434585,CA1,spontaneous,42,-0.004750620793658289
population_mean_rate_hz,755434585,CA1,spontaneous,43,-0.004047504306704863
population_mean_rate_hz,755434585,CA1,spontaneous,44,-0.005182960269894621
population_mean_rate_hz,755434585,CA1,spontaneous,45,-0.0038461972835818203
population_mean_rate_hz,755434585,CA1,spontaneous,46,-0.0070050180108197635
population_mean_rate_hz,755434585,CA1,spontaneous,47,-0.001982185178083018
population_mean_rate_hz,755434585,CA1,spontaneous,48,-0.0018160606529891155
population_mean_rate_hz,755434585,CA1,spontaneous,49,-0.008810874018684522
population_mean_rate_hz,755434585,CA1,spontaneous,50,-0.004765312144046185
population_mean_rate_hz,755434585,CA1,spontaneous,51,-0.0026098717325699905
population_mean_rate_hz,755434585,CA1,spontaneous,52,0.00011612392936222182
population_mean_rate_hz,755434585,CA1,spontaneous,53,-0.008365327114824406
population_mean_rate_hz,755434585,CA1,spontaneous,54,-0.005269532031703994
population_mean_rate_hz,755434585,CA1,spontaneous,55,-0.0035894308749585546
population_mean_rate_hz,755434585,CA1,spontaneous,56,-0.005292156278384752
population_mean_rate_hz,755434585,CA1,spontaneous,57,-0.005875967839197527
population_mean_rate_hz,755434585,CA1,spontaneous,58,-0.004548369797276575
population_mean_rate_hz,755434585,CA1,spontaneous,59,-0.0074305625365322925
population_mean_rate_hz,755434585,CA1,spontaneous,60,-0.004399996116630556
population_mean_rate_hz,755434585,CA1,spontaneous,61,-0.005245006837514055
population_mean_rate_hz,755434585,CA1,spontaneous,62,-0.0021997360941623523
population_mean_rate_hz,755434585,CA1,spontaneous,63,-0.002668851188335597
population_mean_rate_hz,755434585,CA1,spontaneous,64,-0.004744995827837828
population_mean_rate_hz,755434585,CA1,spontaneous,65,-0.008206876254352902
population_mean_rate_hz,755434585,CA1,spontaneous,66,-0.004541459118769131
population_mean_rate_hz,755434585,CA1,spontaneous,67,-0.002478433775529143
population_mean_rate_hz,755434585,CA1,spontaneous,68,-0.0029877619894620455
population_mean_rate_hz,755434585,CA1,spontaneous,69,-0.007363650278438438
population_mean_rate_hz,755434585,CA1,spontaneous,70,-3.3996591028429e-05
population_mean_rate_hz,755434585,CA1,spontaneous,71,-0.0029496620164330967
population_mean_rate_hz,755434585,CA1,spontaneous,72,-0.005108370602112333
population_mean_rate_hz,755434585,CA1,spontaneous,73,-0.004742399487020044
population_mean_rate_hz,755434585,CA1,spontaneous,74,-0.005204163723554589
population_mean_rate_hz,755434585,CA1,spontaneous,75,-0.007641395802160944
population_mean_rate_hz,755434585,CA1,spontaneous,76,-0.009730478220269512
population_mean_rate_hz,755434585,CA1,spontaneous,77,-0.0055333394452050655
population_mean_rate_hz,755434585,CA1,spontaneous,78,-0.0035460363741762757
population_mean_rate_hz,755434585,CA1,spontaneous,79,-0.006593965533121859
population_mean_rate_hz,755434585,CA1,spontaneous,80,-0.003308408642937355
population_mean_rate_hz,755434585,CA1,spontaneous,81,-0.002820626473292176
population_mean_rate_hz,755434585,CA1,spontaneous,82,-0.007068375393921578
population_mean_rate_hz,755434585,CA1,spontaneous,83,-0.0032772420579391115
population_mean_rate_hz,755434585,CA1,spontaneous,84,-0.002544047053723908
population_mean_rate_hz,755434585,CA1,spontaneous,85,-0.004118571466429022
population_mean_rate_hz,755434585,CA1,spontaneous,86,-0.0033653433784850417
population_mean_rate_hz,755434585,CA1,spontaneous,87,-0.0027556743091433633
population_mean_rate_hz,755434585,CA1,spontaneous,88,-0.0064838545608787435
population_mean_rate_hz,755434585,CA1,spontaneous,89,-0.004970930960445874
population_mean_rate_hz,755434585,CA1,spontaneous,90,-0.0031017328557838564
population_mean_rate_hz,755434585,CA1,spontaneous,91,-0.004751217767168803
population_mean_rate_hz,755434585,CA1,spontaneous,92,-0.005971837084051246
population_mean_rate_hz,755434585,CA1,spontaneous,93,-0.005921706184172315
population_mean_rate_hz,755434585,CA1,spontaneous,94,-0.004123943044449407
population_mean_rate_hz,755434585,CA1,spontaneous,95,-0.004426034917306421
population_mean_rate_hz,755434585,CA1,spontaneous,96,-0.005055694226939855
population_mean_rate_hz,755434585,CA1,spontaneous,97,-0.008256729034017085
population_mean_rate_hz,755434585,CA1,spontaneous,98,-0.004832427091364777
population_mean_rate_hz,755434585,CA1,spontaneous,99,-0.004897257362790897
population_mean_rate_hz,755434585,LGd,spontaneous,0,-0.0018573531854123582
population_mean_rate_hz,755434585,LGd,spontaneous,1,-0.0012688387939211454
population_mean_rate_hz,755434585,LGd,spontaneous,2,-0.001515536973254239
population_mean_rate_hz,755434585,LGd,spontaneous,3,-0.0016839529587111546
population_mean_rate_hz,755434585,LGd,spontaneous,4,0.0001646736383248415
population_mean_rate_hz,755434585,LGd,spontaneous,5,-0.0019774025734939915
population_mean_rate_hz,755434585,LGd,spontaneous,6,-0.0010873229448762345
population_mean_rate_hz,755434585,LGd,spontaneous,7,-0.0012779867239007814
population_mean_rate_hz,755434585,LGd,spontaneous,8,-0.0020187481327821333
population_mean_rate_hz,755434585,LGd,spontaneous,9,-0.001695041898709504
population_mean_rate_hz,755434585,LGd,spontaneous,10,-0.0013505821839422394
population_mean_rate_hz,755434585,LGd,spontaneous,11,-0.0009627890744945411
population_mean_rate_hz,755434585,LGd,spontaneous,12,-0.0009479259463397449
population_mean_rate_hz,755434585,LGd,spontaneous,13,-0.00048590338288823087
population_mean_rate_hz,755434585,LGd,spontaneous,14,-0.0010987222345638648
population_mean_rate_hz,755434585,LGd,spontaneous,15,-0.0007758257310243044
