target,session_id,region,stimulus_family,shuffle_id,shuffle_memory_gain_r2
active_unit_fraction,755434585,CA1,spontaneous,0,0.0002668215803864893
active_unit_fraction,755434585,CA1,spontaneous,1,-0.00380165602019511
active_unit_fraction,755434585,CA1,spontaneous,2,-0.006517592438474051
active_unit_fraction,755434585,CA1,spontaneous,3,-0.0023099278408729162
active_unit_fraction,755434585,CA1,spontaneous,4,-0.010313570350633738
active_unit_fraction,755434585,CA1,spontaneous,5,-0.0006663401372726252
active_unit_fraction,755434585,CA1,spontaneous,6,-0.007080435117622019
active_unit_fraction,755434585,CA1,spontaneous,7,-0.0023107719044107577
active_unit_fraction,755434585,CA1,spontaneous,8,0.0027269972268025855
active_unit_fraction,755434585,CA1,spontaneous,9,-0.005094790595805643
active_unit_fraction,755434585,CA1,spontaneous,10,-0.0021729604408702308
active_unit_fraction,755434585,CA1,spontaneous,11,-0.006473954679370841
active_unit_fraction,755434585,CA1,spontaneous,12,-0.00626241065996358
active_unit_fraction,755434585,CA1,spontaneous,13,-0.004490194951483839
active_unit_fraction,755434585,CA1,spontaneous,14,-0.007750166190903851
active_unit_fraction,755434585,CA1,spontaneous,15,-0.007786380158167239
active_unit_fraction,755434585,CA1,spontaneous,16,-0.005653056583242888
active_unit_fraction,755434585,CA1,spontaneous,17,-0.003974524271518676
active_unit_fraction,755434585,CA1,spontaneous,18,-0.004677529299742189
active_unit_fraction,755434585,CA1,spontaneous,19,-0.0003677736444811508
active_unit_fraction,755434585,CA1,spontaneous,20,8.598129736958615e-05
active_unit_fraction,755434585,CA1,spontaneous,21,-0.00819815579949712
active_unit_fraction,755434585,CA1,spontaneous,22,-0.00260058155371401
active_unit_fraction,755434585,CA1,spontaneous,23,-0.0030810477381785217
active_unit_fraction,755434585,CA1,spontaneous,24,-0.0041771738443338036
active_unit_fraction,755434585,CA1,spontaneous,25,-0.005258076617521423
active_unit_fraction,755434585,CA1,spontaneous,26,-0.0018474591072557
active_unit_fraction,755434585,CA1,spontaneous,27,-0.0056377245595373715
active_unit_fraction,755434585,CA1,spontaneous,28,-0.005340174344085513
active_unit_fraction,755434585,CA1,spontaneous,29,-0.0020638204980658603
active_unit_fraction,755434585,CA1,spontaneous,30,-0.004226870187404863
active_unit_fraction,755434585,CA1,spontaneous,31,-0.004625333654670327
active_unit_fraction,755434585,CA1,spontaneous,32,-0.0031496410678115705
active_unit_fraction,755434585,CA1,spontaneous,33,-0.007183476371932729
active_unit_fraction,755434585,CA1,spontaneous,34,-0.009925766412298476
active_unit_fraction,755434585,CA1,spontaneous,35,-0.0007433033708882375
active_unit_fraction,755434585,CA1,spontaneous,36,-0.004491549155232977
active_unit_fraction,755434585,CA1,spontaneous,37,-0.0024587887715690204
active_unit_fraction,755434585,CA1,spontaneous,38,-0.00320168869304982
active_unit_fraction,755434585,CA1,spontaneous,39,-0.005203316634508126
active_unit_fraction,755434585,CA1,spontaneous,40,-0.003874901511640605
active_unit_fraction,755434585,CA1,spontaneous,41,-0.0048202848449530045
active_unit_fraction,755434585,CA1,spontaneous,42,-0.008255783410733963
active_unit_fraction,755434585,CA1,spontaneous,43,-0.0052420937528986356
active_unit_fraction,755434585,CA1,spontaneous,44,-0.006200951385092801
active_unit_fraction,755434585,CA1,spontaneous,45,-0.00868223115494704
active_unit_fraction,755434585,CA1,spontaneous,46,-0.004083593112977013
active_unit_fraction,755434585,CA1,spontaneous,47,-0.0055404332913177035
active_unit_fraction,755434585,CA1,spontaneous,48,-0.0045324327337135095
active_unit_fraction,755434585,CA1,spontaneous,49,-0.00553487732343616
active_unit_fraction,755434585,LGd,spontaneous,0,-0.0014112948812030623
active_unit_fraction,755434585,LGd,spontaneous,1,-0.0019231626980293903
active_unit_fraction,755434585,LGd,spontaneous,2,-0.002605857693924518
active_unit_fraction,755434585,LGd,spontaneous,3,-0.0013790859668474376
active_unit_fraction,755434585,LGd,spontaneous,4,-0.0007495520397792221
active_unit_fraction,755434585,LGd,spontaneous,5,-0.004077283102129181
active_unit_fraction,755434585,LGd,spontaneous,6,-0.001163822389132152
active_unit_fraction,755434585,LGd,spontaneous,7,-0.002807825090848315
active_unit_fraction,755434585,LGd,spontaneous,8,-0.003464543707031753
active_unit_fraction,755434585,LGd,spontaneous,9,-0.002969001585743647
active_unit_fraction,755434585,LGd,spontaneous,10,-0.0004444391062655706
active_unit_fraction,755434585,LGd,spontaneous,11,-0.0033801615380260053
active_unit_fraction,755434585,LGd,spontaneous,12,-0.001074203966015319
active_unit_fraction,755434585,LGd,spontaneous,13,-7.656917012077713e-05
active_unit_fraction,755434585,LGd,spontaneous,14,-0.0008290627299875064
active_unit_fraction,755434585,LGd,spontaneous,15,-0.0030808129777554205
active_unit_fraction,755434585,LGd,spontaneous,16,-0.0030799493410286205
active_unit_fraction,755434585,LGd,spontaneous,17,-0.002321796713508517
active_unit_fraction,755434585,LGd,spontaneous,18,-0.003360265721060296
active_unit_fraction,755434585,LGd,spontaneous,19,-0.00263437615356521
active_unit_fraction,755434585,LGd,spontaneous,20,3.435891055281193e-05
active_unit_fraction,755434585,LGd,spontaneous,21,-0.0009935747583657006
active_unit_fraction,755434585,LGd,spontaneous,22,-0.0015698969900826976
active_unit_fraction,755434585,LGd,spontaneous,23,-0.0020681508021145323
active_unit_fraction,755434585,LGd,spontaneous,24,-0.0032275297244166445
active_unit_fraction,755434585,LGd,spontaneous,25,-0.0028882369188359958
active_unit_fraction,755434585,LGd,spontaneous,26,-0.0017857491713588747
active_unit_fraction,755434585,LGd,spontaneous,27,-0.003918417890887649
active_unit_fraction,755434585,LGd,spontaneous,28,-0.0002036232539326388
active_unit_fraction,755434585,LGd,spontaneous,29,-0.003425282805497476
active_unit_fraction,755434585,LGd,spontaneous,30,-0.001182973967541523
active_unit_fraction,755434585,LGd,spontaneous,31,-0.003371835669742862
active_unit_fraction,755434585,LGd,spontaneous,32,-0.000563304211779192
