target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles
active_unit_fraction,755434585,CA1,spontaneous,2072,15,ok,0.06920537542258909,0.13830637880436525,0.06910100338177616,-0.004496115321674772,0.002672438527161296,0.07359711870345093,0.0196078431372549,0.06,50
active_unit_fraction,755434585,LGd,spontaneous,2072,15,ok,0.610310701364146,0.645406306423805,0.03509560505965903,-0.0019825231937993836,0.0010892835629571203,0.037078128253458416,0.0196078431372549,0.02,50
active_unit_fraction,755434585,VISl,spontaneous,2072,15,ok,0.1285516441107819,0.12639102954720505,-0.002160614563576857,-0.004922458593541956,0.001972895219093569,0.0027618440299650993,0.0784313725490196,0.02,50
active_unit_fraction,755434585,VISp,spontaneous,2072,15,ok,0.06966848928066627,0.06908786804301148,-0.0005806212376547881,-0.00519271425894201,0.0026029011127623905,0.004612093021287222,0.09803921568627451,0.06,50
population_rate_entropy,755434585,CA1,spontaneous,2072,15,ok,0.0647546149730569,0.14583727534433544,0.08108266037127854,-0.005263652117992943,0.002502657176512812,0.08634631248927148,0.0196078431372549,0.02,50
population_rate_entropy,755434585,LGd,spontaneous,2072,15,ok,0.4482859175188516,0.48965623288395876,0.04137031536510716,-0.0027027359337746804,0.0016222013542820512,0.04407305129888184,0.0196078431372549,0.1,50
population_rate_entropy,755434585,VISl,spontaneous,2072,15,ok,0.10311879983821415,0.11154866119799323,0.008429861359779078,-0.004696235166009841,0.0023506800604777933,0.01312609652578892,0.0196078431372549,0.04,50
population_rate_entropy,755434585,VISp,spontaneous,2072,15,ok,0.06188698311782659,0.07307679854723592,0.011189815429409333,-0.004862646069323406,0.0024535681046644353,0.01605246149873274,0.0196078431372549,0.06,50
population_mean_rate_hz,755434585,CA1,spontaneous,2072,15,ok,0.15974409949441704,0.2045178278415356,0.04477372834711857,-0.004219268729201054,0.002316605079466648,0.04899299707631962,0.0196078431372549,0.06,50
population_mean_rate_hz,755434585,LGd,spontaneous,2072,15,ok,0.7695194902923185,0.8006151482826812,0.031095657990362735,-0.001180754915946396,0.0006929486043364987,0.03227641290630913,0.0196078431372549,0.06,50
population_mean_rate_hz,755434585,VISl,spontaneous,2072,15,ok,0.1528124886824196,0.13940097002059626,-0.01341151866182333,-0.004729133089066251,0.002124542389460093,-0.008682385572757079,1.0,0.02,50
population_mean_rate_hz,755434585,VISp,spontaneous,2072,15,ok,0.14678715768625705,0.12934730033418018,-0.01743985735207687,-0.004323560990102184,0.001833050930680567,-0.013116296361974686,1.0,0.02,50
population_state_speed,755434585,CA1,spontaneous,2072,15,ok,0.09084432969625356,0.08859201635231018,-0.0022523133439433796,-0.005012894010428601,0.002738392240860023,0.0027605806664852215,0.21568627450980393,0.04,50
population_state_speed,755434585,LGd,spontaneous,2072,15,ok,0.09775157723248873,0.10184065018820088,0.0040890729557121475,-0.005418870819681401,0.002423022251957282,0.00950794377539355,0.0196078431372549,0.04,50
population_state_speed,755434585,VISl,spontaneous,2072,15,ok,0.2701935453951496,0.29196366465813983,0.021770119262990217,-0.003602470331640453,0.001853621863571717,0.025372589594630672,0.0196078431372549,0.04,50
population_state_speed,755434585,VISp,spontaneous,2072,15,ok,0.27709088108867774,0.29008591599311784,0.012995034904440095,-0.004090545912269665,0.0021085822167846366,0.01708558081670976,0.0196078431372549,0.06,50
