target,session_id,region,stimulus_family,shuffle_id,shuffle_memory_gain_r2
population_mean_rate_hz,754312389,CA1,spontaneous,0,-0.0032997936123813076
population_mean_rate_hz,754312389,CA1,spontaneous,1,-0.005355125040603648
population_mean_rate_hz,754312389,CA1,spontaneous,2,-0.0033475006699486
population_mean_rate_hz,754312389,CA1,spontaneous,3,-0.003920591331220469
population_mean_rate_hz,754312389,CA1,spontaneous,4,-0.004146444779100644
population_mean_rate_hz,754312389,CA1,spontaneous,5,-0.003230562612048793
population_mean_rate_hz,754312389,CA1,spontaneous,6,-0.005029646645364205
population_mean_rate_hz,754312389,CA1,spontaneous,7,-0.0031144695310749704
population_mean_rate_hz,754312389,CA1,spontaneous,8,-0.004689473890617912
population_mean_rate_hz,754312389,CA1,spontaneous,9,-0.0032456439253196745
population_mean_rate_hz,754312389,CA1,spontaneous,10,-0.003919222211216988
population_mean_rate_hz,754312389,CA1,spontaneous,11,-0.0026414048082349373
population_mean_rate_hz,754312389,CA1,spontaneous,12,-0.006020765138170625
population_mean_rate_hz,754312389,CA1,spontaneous,13,-0.0019707657114880206
population_mean_rate_hz,754312389,CA1,spontaneous,14,-0.004220455726730354
population_mean_rate_hz,754312389,CA1,spontaneous,15,-0.0043220324451269665
population_mean_rate_hz,754312389,CA1,spontaneous,16,-0.00573111344957844
population_mean_rate_hz,754312389,CA1,spontaneous,17,-0.0025536700414935387
population_mean_rate_hz,754312389,CA1,spontaneous,18,-0.005826286633773714
population_mean_rate_hz,754312389,CA1,spontaneous,19,-0.00515035029269717
population_mean_rate_hz,754312389,CA1,spontaneous,20,-0.006504783105578338
population_mean_rate_hz,754312389,CA1,spontaneous,21,-0.0025091884022184763
population_mean_rate_hz,754312389,CA1,spontaneous,22,-0.005052946777189482
population_mean_rate_hz,754312389,CA1,spontaneous,23,0.001181785539191016
population_mean_rate_hz,754312389,CA1,spontaneous,24,-0.005256886505550007
population_mean_rate_hz,754312389,CA1,spontaneous,25,-0.00611492288116211
population_mean_rate_hz,754312389,CA1,spontaneous,26,-0.0027226085531897315
population_mean_rate_hz,754312389,CA1,spontaneous,27,-0.005420708226460236
population_mean_rate_hz,754312389,CA1,spontaneous,28,-0.0019025339450863266
population_mean_rate_hz,754312389,CA1,spontaneous,29,-0.0038084358870813517
population_mean_rate_hz,754312389,CA1,spontaneous,30,-0.0032861729267590345
population_mean_rate_hz,754312389,CA1,spontaneous,31,-0.0031516988240586352
population_mean_rate_hz,754312389,CA1,spontaneous,32,-0.0035387408745551907
population_mean_rate_hz,754312389,CA1,spontaneous,33,-0.0019050802568425507
population_mean_rate_hz,754312389,CA1,spontaneous,34,-0.005821694545195211
population_mean_rate_hz,754312389,CA1,spontaneous,35,-0.0037598492655285254
population_mean_rate_hz,754312389,CA1,spontaneous,36,-0.0012834257415265116
population_mean_rate_hz,754312389,CA1,spontaneous,37,-0.004909662352552746
