n_ok_groups,median_baseline_r2,median_memory_r2,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain
4,0.3144441492592991,0.37625253162648653,0.018727883606583617,0.03829282905549064,1.0
