target,session_id,region,stimulus_family,n_supervised_rows,n_trials,status,observed_baseline_r2,observed_memory_r2,observed_memory_gain_r2,shuffle_gain_mean,shuffle_gain_sd,observed_minus_shuffle_mean,empirical_p_shuffle_ge_observed,fraction_shuffle_positive,n_valid_shuffles,session_id_synthesis,lag_label,lags,n_lags
population_state_speed,715093703,CA1,spontaneous,2086,15,ok,0.1250379153915977,0.1439567368211446,0.0189188214295469,-0.0019070660666553,0.0018424191534846,0.0208258874962023,0.0196078431372549,0.14,50,715093703,lag1,1,1
population_state_speed,715093703,LGd,spontaneous,2086,15,ok,0.0333548075683212,0.0330750066011392,-0.0002798009671819,-0.0030192069287668,0.0016720643044678,0.0027394059615848,0.0784313725490196,0.06,50,715093703,lag1,1,1
population_state_speed,715093703,VISl,spontaneous,2086,15,ok,0.0611631813550542,0.0560456745264396,-0.0051175068286146,-0.0025370639888161,0.0016070104122187,-0.0025804428397985,1.0,0.08,50,715093703,lag1,1,1
population_state_speed,715093703,VISp,spontaneous,2086,15,ok,0.036396488753735,0.0348216277419274,-0.0015748610118075,-0.0024336182024315,0.0024877933027458,0.0008587571906239,0.2941176470588235,0.14,50,715093703,lag1,1,1
active_unit_fraction,715093703,CA1,spontaneous,2071,15,ok,0.1724975248948805,0.247848036822612,0.0753505119277314,-0.0020397583471731,0.001486937863328,0.0773902702749045,0.0196078431372549,0.1,50,715093703,lag2,2,1
active_unit_fraction,715093703,LGd,spontaneous,2071,15,ok,0.3811227566636568,0.4004211574493971,0.0192984007857403,-0.0014252570192363,0.0012944269590839,0.0207236578049766,0.0196078431372549,0.14,50,715093703,lag2,2,1
active_unit_fraction,715093703,VISl,spontaneous,2071,15,ok,0.3991349040580205,0.4680809768425639,0.0689460727845433,-0.001444106777604,0.0013195901523388,0.0703901795621473,0.0196078431372549,0.12,50,715093703,lag2,2,1
active_unit_fraction,715093703,VISp,spontaneous,2071,15,ok,0.5817885820715915,0.6304196480171842,0.0486310659455927,-0.0011543155128292,0.0011238057274428,0.0497853814584219,0.0196078431372549,0.16,50,715093703,lag2,2,1
population_rate_entropy,715093703,CA1,spontaneous,2071,15,ok,0.1766947097874124,0.236114228674846,0.0594195188874335,-0.0020701888717625,0.0016205823097057,0.0614897077591961,0.0196078431372549,0.1,50,715093703,lag2,2,1
population_rate_entropy,715093703,LGd,spontaneous,2071,15,ok,0.3030343310231586,0.3279723233161014,0.0249379922929428,-0.0018774063414157,0.0013167085343,0.0268153986343585,0.0196078431372549,0.1,50,715093703,lag2,2,1
population_rate_entropy,715093703,VISl,spontaneous,2071,15,ok,0.3671942603306887,0.4424968948319981,0.0753026345013094,-0.0018194250937048,0.0010400344977943,0.0771220595950143,0.0196078431372549,0.02,50,715093703,lag2,2,1
population_rate_entropy,715093703,VISp,spontaneous,2071,15,ok,0.6221265846703372,0.6587791296553835,0.0366525449850463,-0.0006943950688081,0.0020827148846201,0.0373469400538544,0.0196078431372549,0.28,50,715093703,lag2,2,1
population_mean_rate_hz,715093703,CA1,spontaneous,2071,15,ok,0.1075307031008051,0.1353728255909461,0.0278421224901409,-0.0022064239096225,0.0016634927379498,0.0300485463997635,0.0196078431372549,0.1,50,715093703,lag2,2,1
population_mean_rate_hz,715093703,LGd,spontaneous,2071,15,ok,0.4943281235827373,0.5085821656218561,0.0142540420391187,-0.0016806616248427,0.0012392253911231,0.0159347036639614,0.0196078431372549,0.08,50,715093703,lag2,2,1
