target,n_ok_groups,median_baseline_r2,median_memory_r2,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,min_empirical_p,rank_by_controlled_memory,session_id_synthesis,lag_label,lags,n_lags
population_rate_entropy,4,0.2922289962078702,0.3290327899985701,0.0287753254863895,0.0254351688641899,1.0,-0.0017820573713085,-0.0015619726914713,0.0306082718425861,0.0269971415556612,1.0,0.0196078431372549,0.0196078431372549,3,756029989,lag1,1,1
population_state_speed,4,0.05168718170619,0.0569126551175909,0.0121537248482318,0.008390112689476,0.75,-0.0025901417685013,-0.0025271327643929,0.0145604540593007,0.010917245453869,0.75,0.0196078431372549,0.0196078431372549,4,756029989,lag1,1,1
population_mean_rate_hz,4,0.4929946003876922,0.5356791258167761,0.0518956932002206,0.054119092102758,1.0,-0.0011515726794522,-0.0012202279355915,0.0536253117655173,0.0553393200383495,1.0,0.0196078431372549,0.0196078431372549,1,756029989,lag2,2,1
active_unit_fraction,4,0.3866955285403212,0.3725750597491197,0.0307072358537643,0.0033148983794727,0.75,-0.0017005452153167,-0.0014549152519076,0.0326747296991313,0.0047698136313804,0.75,0.0196078431372549,0.0196078431372549,2,756029989,lag2,2,1
population_rate_entropy,4,0.2927684481429822,0.3180491259726913,0.0224643519699709,0.0213291650679822,1.0,-0.0018798546834278,-0.0016418426940149,0.0245059938583755,0.0229710077619972,1.0,0.0196078431372549,0.0196078431372549,3,756029989,lag2,2,1
population_state_speed,4,0.05103328678125,0.0563637750162838,-0.001958968232859,-0.0073345941142974,0.25,-0.0025508909969367,-0.0024947596035394,0.0006788313540026,-0.004839834510758,0.5,0.3137254901960784,0.0196078431372549,4,756029989,lag2,2,1
population_mean_rate_hz,4,0.4929946003876922,0.5492865597675151,0.0747058425728337,0.0688404777650224,1.0,-0.0026392666367743,-0.0027486072995775,0.0773209607029621,0.0715890850645999,1.0,0.0196078431372549,0.0196078431372549,1,756029989,lag12,"1,2",2
active_unit_fraction,4,0.3866955285403212,0.3522820656605462,0.0514069192512764,0.003518243033942,0.75,-0.0034316464203193,-0.0030090767209473,0.0552287277881826,0.0065273197548894,0.75,0.0196078431372549,0.0196078431372549,2,756029989,lag12,"1,2",2
population_rate_entropy,4,0.2927684481429822,0.3366979096033801,0.038098977391989,0.0334131057146567,1.0,-0.0035262408048046,-0.0032721979205818,0.0422459330754937,0.0366853036352386,1.0,0.0196078431372549,0.0196078431372549,3,756029989,lag12,"1,2",2
population_state_speed,4,0.05103328678125,0.0549566980078495,-0.0024205293018096,-0.0022286040170831,0.5,-0.0054312943458516,-0.005229140464515,0.0024352881117233,0.0030005364474319,0.5,0.4117647058823529,0.0196078431372549,4,756029989,lag12,"1,2",2
population_mean_rate_hz,4,0.4929945588729187,0.5541786455825433,0.0850495996749676,0.0815207304070364,1.0,-0.0035480725643421,-0.0039579847186067,0.0901329865121422,0.0854787151256431,1.0,0.0196078431372549,0.0196078431372549,1,756029989,lag123,"1,2,3",3
active_unit_fraction,4,0.3861044891574112,0.3591412682982075,0.0510172728595048,0.005886893557716,0.75,-0.0048805896321342,-0.0046471678602229,0.0566417173767674,0.0105340614179389,0.75,0.0196078431372549,0.0196078431372549,2,756029989,lag123,"1,2,3",3
population_rate_entropy,4,0.2922863217519709,0.3382605119165,0.0376418227790485,0.0341225024222393,1.0,-0.005731903441779,-0.0048325502089202,0.0436906863902078,0.0389550526311596,1.0,0.0196078431372549,0.0196078431372549,3,756029989,lag123,"1,2,3",3
population_state_speed,4,0.051243231192158,0.0556008305569186,-0.0072014055372793,-0.0190836454812575,0.25,-0.0077980874468683,-0.0078156240934278,0.0004976340493926,-0.0112680213878297,0.5,0.5,0.0196078431372549,4,756029989,lag123,"1,2,3",3
population_mean_rate_hz,4,0.4972268732383776,0.5650551423708199,0.0835904679703,0.0757093685513711,1.0,-0.0054003271580492,-0.0053778124142293,0.0889457656407094,0.0810871809656005,1.0,0.0196078431372549,0.0196078431372549,1,756029989,lag1234,"1,2,3,4",4
active_unit_fraction,4,0.3932022940821403,0.339473755967961,0.0523926219554036,-0.0083158052172912,0.75,-0.0061848393075729,-0.0065230059764502,0.0605422219270494,-0.0017927992408409,0.75,0.0196078431372549,0.0196078431372549,2,756029989,lag1234,"1,2,3,4",4
population_rate_entropy,4,0.3081338959240871,0.3623427907678229,0.0397688088160652,0.0356211243205278,1.0,-0.0076341044193872,-0.0067296363182633,0.047910105308146,0.0423507606387911,1.0,0.0196078431372549,0.0196078431372549,3,756029989,lag1234,"1,2,3,4",4
population_state_speed,4,0.0476730375649993,0.0412829483073045,-0.0137249868864692,-0.0291937600161604,0.25,-0.0102673859127965,-0.0102217851688775,-0.0035797534680229,-0.0189719748472828,0.25,0.8627450980392157,0.0196078431372549,4,756029989,lag1234,"1,2,3,4",4
