target,n_ok_groups,median_baseline_r2,median_memory_r2,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,min_empirical_p,rank_by_controlled_memory,session_id_synthesis,lag_label,lags,n_lags
population_mean_rate_hz,4,0.1562782940884183,0.1719593989310659,0.0088420696642697,0.0112545025808952,0.5,-0.0042714148596516,-0.0036131794310789,0.011797013666776,0.0148676820119742,0.5,0.5098039215686274,0.0196078431372549,4,755434585,lag12,"1,2",2
population_rate_entropy,4,0.0829181462825562,0.1318075869611288,0.0347390709495033,0.041814255814038,1.0,-0.0072913664959522,-0.0067098500833404,0.0408674046202319,0.0485241058973784,1.0,0.0196078431372549,0.0196078431372549,1,755434585,lag123,"1,2,3",3
active_unit_fraction,4,0.0973195874724228,0.1367900838242911,0.0247776486982482,0.0321240725250582,1.0,-0.0066981684699068,-0.0060710251575694,0.0294666782868664,0.0381950976826277,1.0,0.0196078431372549,0.0196078431372549,2,755434585,lag123,"1,2,3",3
population_mean_rate_hz,4,0.1548849119028716,0.1733846574212609,0.0119118139732867,0.0134900767620346,0.5,-0.0067271389914326,-0.0056371369963929,0.0163918385129854,0.0191272137584276,0.5,0.4215686274509804,0.0196078431372549,3,755434585,lag123,"1,2,3",3
population_state_speed,4,0.184353837372633,0.1961399915705724,0.0090740120930464,0.0112518192163597,0.5,-0.0067037476623996,-0.0067730459886383,0.0159163564079236,0.0180248652049981,1.0,0.0294117647058823,0.0196078431372549,4,755434585,lag123,"1,2,3",3
population_rate_entropy,4,0.0877320373781126,0.1494235803276508,0.0385674005752197,0.0501294717623789,1.0,-0.0097090720115225,-0.0089202929557276,0.0466697411332215,0.0590497647181066,1.0,0.0196078431372549,0.0196078431372549,1,755434585,lag1234,"1,2,3,4",4
active_unit_fraction,4,0.1005627767722707,0.1497505851881795,0.0291917368326584,0.0396339457774519,1.0,-0.0097193438219441,-0.0085517330539392,0.0365758591185928,0.0481856788313911,1.0,0.0196078431372549,0.0196078431372549,2,755434585,lag1234,"1,2,3,4",4
population_mean_rate_hz,4,0.1564036331438346,0.1820503874584043,0.0164677816211563,0.0171481700053828,0.5,-0.0084849747403901,-0.0070900974671967,0.0221630018151596,0.0242382674725796,0.75,0.0294117647058823,0.0196078431372549,3,755434585,lag1234,"1,2,3,4",4
population_state_speed,4,0.1840005958909656,0.1959107535041166,0.0101857266449967,0.010400101787576,0.5,-0.0088622558651136,-0.0087846043941772,0.0190479825101104,0.0191847061817532,1.0,0.0588235294117647,0.0196078431372549,4,755434585,lag1234,"1,2,3,4",4
population_mean_rate_hz,4,0.4945764958083642,0.5358512277668119,0.0412747319584476,0.0443764844478257,1.0,-0.0013049616867995,-0.0012286185587878,0.0425796936452471,0.0456051030066135,1.0,0.0196078431372549,0.0196078431372549,1,756029989,lag1,1,1
active_unit_fraction,4,0.3868209537602544,0.3575663444048684,0.0380019246859059,0.0005237674158677,0.75,-0.0014107195224668,-0.0014658154199704,0.0398059367751174,0.0019895828358381,0.75,0.0196078431372549,0.0196078431372549,2,756029989,lag1,1,1
