session_id,baseline_r2,memory_r2,memory_gain_r2,n_rows,n_trials
session_1,0.47303354671384357,0.8411300581877669,0.3680965114739233,9472,79
session_2,0.5755146410160954,0.8735877314082924,0.298073090392197,9472,79
