n_ok_groups,median_baseline_r2,median_memory_r2,median_memory_gain_r2,mean_memory_gain_r2,fraction_positive_gain
4,0.3686762342366366,0.39598549027964314,0.03754282651759877,0.03287007935120964,1.0
