target,n_ok_groups,median_baseline_r2,median_memory_r2,median_observed_gain,mean_observed_gain,fraction_observed_positive,median_shuffle_gain_mean,mean_shuffle_gain_mean,median_observed_minus_shuffle,mean_observed_minus_shuffle,fraction_observed_above_shuffle_mean,median_empirical_p,min_empirical_p,rank_by_controlled_memory
active_unit_fraction,4,0.36556145315508565,0.4309029809530109,0.06264380440550232,0.05889308859795492,1.0,-0.003350800010522594,-0.0033679761396939204,0.06616923719210589,0.062261064737648836,1.0,0.009900990099009901,0.009900990099009901,1
population_rate_entropy,4,0.2973927528117416,0.3564266006281308,0.05903384781638921,0.05493300300530035,1.0,-0.0034241103706226204,-0.003450485511441137,0.06251070846864887,0.058383488516741494,1.0,0.009900990099009901,0.009900990099009901,2
population_mean_rate_hz,4,0.3686762342366366,0.39598549027964314,0.03754282651759877,0.03287007935120964,1.0,-0.003432406940458619,-0.003403860046240475,0.041385039687297315,0.03627393939745012,1.0,0.009900990099009901,0.009900990099009901,3
population_l2_rate_norm,4,0.29200953713127337,0.3124880502026369,0.03303776030215999,0.026758136686761774,1.0,-0.004073619372955202,-0.0038316636113516975,0.03662746815190818,0.03058980029811347,1.0,0.009900990099009901,0.009900990099009901,4
population_std_rate_hz,4,0.2479248262908641,0.27009980155982566,0.024394452185458992,0.023284713727210277,1.0,-0.004120492541019608,-0.0042099740285254945,0.028736867306949646,0.027494687755735773,1.0,0.009900990099009901,0.009900990099009901,5
population_state_speed,4,0.11472953562024873,0.12552352975235986,0.00790638497241225,0.008706865725301799,1.0,-0.005125519769520859,-0.005208905541394204,0.0128822757725566,0.013915771266696006,1.0,0.009900990099009901,0.009900990099009901,6
