session_id,region,stimulus_family,status,n_supervised_rows,baseline_r2,memory_r2,memory_gain_r2,n_cv_rows,n_trials
750749662,CA1,spontaneous,ok,2071,0.42321578032552787,0.47311803345834735,0.049902253132819485,2071,15
750749662,LGd,spontaneous,ok,2071,0.6794317678286059,0.713294708995462,0.033862941166856064,2071,15
750749662,VISl,spontaneous,ok,2071,0.1414712392205204,0.16838748038676388,0.02691624116624347,2071,15
750749662,VISp,spontaneous,ok,2071,0.09486775932770519,0.09352199402198047,-0.001345765305724722,2071,15
